name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,,
BICHOLIM WALKING PARK,"Bicholim bustand, Dicholi, Goa 403529, India",3.9,155,ChIJV4BUh26WvzsRXytfhfdOgAA,"park, point_of_interest, establishment",Bicholim,15.5872037,73.9507301,,
Bicholim Municipal Park 2,"HWWW+RJC, Bhaili Peth, Sudha Colony, Borden, Dicholi, Goa 403504, India",3.6,152,ChIJH0M8PHuWvzsRSQDMUCC-zU0,"park, point_of_interest, establishment",Bicholim,15.597054,73.946528,,
Mathwada river dam,"H2F9+P7H, State Highway 4, Pariye",3.5,10,ChIJhRTNIiuXvzsRnsnVT-Q1vqw,"tourist_attraction, point_of_interest, establishment",Bicholim,15.574307,74.018225,,
Sidhesh kudnekar waterfall,"H2H7+JM6, Bridge, Vithallapur, Sanquelim",0,0,ChIJaUovaACXvzsRGNgj3wALpdQ,"tourist_attraction, point_of_interest, establishment",Bicholim,15.579028,74.014152,,
Ghogal waterfall,"HX8P+VHJ, Karapur",5,2,ChIJV_zNYgCXvzsRlMvG5NmzRAU,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5672137,73.9863965,,
Navelim bridge,"G2M6+JFR, Navelim",4.5,6,ChIJFawJPBG9vzsRgOs3a-O609U,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5350233,74.010971,,
Ganpati Visarjan Shed Amona,"tukram gawas Hno 74ameshi wada, Amona",3.5,2,ChIJwagIC-K9vzsRPZ2jT3_nwhw,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5427709,73.9804537,,
Southern most place of maharashtra,Kudchire,0,0,ChIJUc3GEACXvzsRcUoe_9x2mkc,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6060864,74.0208055,,
Amona Field Walkway,"GXRC+383, Amona",4.3,6,ChIJDQTbJsu9vzsR_49Q4hBLseg,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5401367,73.970788,,
"Arc spring, Ayee","J279+W9, Matne",0,0,ChIJZz33fACXvzsR22hvzWcZNoc,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6147575,74.0184609,,
Amona Sunset cycling point,"GXH9+3HG, Amona Bridge, Khandola",4.4,5,ChIJx5D0aua9vzsRuymwPTuFN1Q,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5276836,73.9689678,,
Three waterfall morlem,"Ground Floor, opposite LIC Office, Gokulwadi, Morle",4.2,11,ChIJ_cRUhCOZvzsR2sAUSi7_kqY,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5845151,74.0593872,,
Couples Point Amona Khnadola,"GXG9+W4X, Khandola",0,0,ChIJnRLLdQC9vzsRI4-tqUiCXBg,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5273732,73.96786,,
Ubo Guno,"Fresh tech life, Ghonteli",5,1,ChIJl_HFQwCZvzsRzILIATHGnAs,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6039897,74.0496222,,
Sonshe mine mini beach,"G3J5+5F3, Pissurle",4.3,3,ChIJKaWgLgCjvzsR4uNz22DJObw,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5303923,74.0586595,,
Jayesh durig,"GXC8+Q33, Khandola",0,0,ChIJD4Q7TAC9vzsRj_GdXrNmsRQ,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5218927,73.9651695,,
Dabem vaircho trek waterfall,"H456+P3V, Dabem, Jarma, Goa 403506, India",5,1,ChIJT9LKYACjvzsRJqvn73XzNrE,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5593564,74.1101854,,
Keri cycling view point,"J33C+Q64, Querim, Goa 403505, India",4.7,9,ChIJa3_efw2ZvzsR7LW8N6ON6JM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6043959,74.0705903,,
Massorde spring,"G4GV+3J, Valpoy, Massorde, Goa 403506, India",5,4,ChIJV1l3DMahvzsR_WKW_p-ZeeA,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5227656,74.143643,,
Team ATOM Crater Lake,"F5CF+5MC, Mollem Road, Ambeli, Gavane, Goa 403506, India",3.9,11,ChIJ3dcGx2envzsR6gpTUezEKGY,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4704251,74.1741404,,
Surla ferry view point,"Ferry Terminal, Surla, Dingnasur, Goa 403505, India",4.4,8,ChIJGxzRzs29vzsR1fZIBoMhrZs,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4982507,74.0177293,,
Tourist attraction,"C56Q+GG, Aalot, Goa 403406, India",4.2,5,ChIJU5L6aWinvzsRrW997FX7G58,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4119228,74.1888838,,
Saleli spring waterfall,"H38Q+544, Salili, Goa 403530, India",4.4,37,ChIJQScdwgOjvzsRR2-xVLKMFbY,"park, point_of_interest, establishment",Sattari (Valpoi),15.5653789,74.0878173,,
Satrem Second Waterfall,"J6MV+2XP, Nagargaon, Goa 403506, India",4.6,11,ChIJtxLV4vh1vzsRgfmn086OG64,"park, point_of_interest, establishment",Sattari (Valpoi),15.6325999,74.2449393,,
Aamini Waterfall Virdi,"M35J+FQ5, Virdi, Maharashtra 416512, India",4.6,25,ChIJPdenyeGbvzsRqkEF4nbitis,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.65864,74.0819941,,
WaterFall Gho Gho,"G4WJ+P2R, Koparde, Goa 403506, India",3.5,31,ChIJPfdYY-ihvzsRhjO27of2siA,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5468551,74.1300143,,
Tilari Wildlife Sanctuary,"Q484+6PV Tilari Project, Aynode, Maharashtra 416549, India",4.3,9,ChIJk_zAwpCFvzsRL1MtHoHEyKY,"zoo, park, point_of_interest, establishment",Sattari (Valpoi),15.7656059,74.1068062,,
Wild One wildlife field station & nature stay,"SH130, Pikule, Terwan, Maharashtra 416549, India",4.8,110,ChIJ49lYkvOFvzsR_3L2MI7V1tk,"campground, lodging, park, point_of_interest, establishment",Sattari (Valpoi),15.8125994,74.0963591,,
Shri Dev Chidambar Temple Mhadei Wildlife Sanctuary,"H5WQ+P34, Nagargaon, Kodal, Goa 403506, India",4.2,5,ChIJLe0wiJafvzsRoPZPYzZ4XN8,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5967705,74.187701,,
Kudnem Important Bird and Biodiversity Area,"Kudne, Goa 403505, India",4.9,8,ChIJGUzc3We9vzsR0jH48u3EoiM,"park, point_of_interest, establishment",Sattari (Valpoi),15.5360625,74.0025625,,
"Mangrove Boating & Wildlife Tour: Crocodiles, Birdwatching & Fishing by GoaSay","Vanxim Island, Panaji, Goa 403403, India",5,187,ChIJ8xU_9vG_vzsR70nvInd_y4w,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5418446,73.9067666,,
Tilari Birding Site,"R3G5+497, Chandgad, Maharashtra 416549, India",4.9,13,ChIJwy1RTZ2FvzsRIBlIaeiDBMU,"tourist_attraction, park, point_of_interest, establishment",Sattari (Valpoi),15.8252931,74.0584258,,
Salvador Do Mundo - Wetlands,"GVH4+3JF, Betim–Penha de Franca–Pomburpa, Aldona Soddo Rd, Quitula, Salvador du Mundu, Goa 403101, India",4.6,45,ChIJj9u39x2_vzsRlV6-GyV6fYM,"park, point_of_interest, establishment",Sattari (Valpoi),15.5276975,73.8565467,,
Narve-Tikhazan Marsh (Birdwatching),"HW36+GVC, Narva, Maem, Goa 403504, India",4.5,4,ChIJVboGXea_vzsRbF6l5TBDG7Q,"park, point_of_interest, establishment",Sattari (Valpoi),15.5538125,73.9121406,,
Mhadei Wildlife Forest Rangers Office,"H5PQ+VXX, Nagargaon, Maloli, Goa 403506, India",4.1,10,ChIJD4wk642fvzsR9nUMoeMrCaM,"point_of_interest, establishment",Sattari (Valpoi),15.5872272,74.1899858,,
St. Cruz Wetlands,"FRCQ+J24, Santa Cruz, Goa 403005, India",4.2,81,ChIJk9d499_BvzsRB3I4JZwMnZI,"park, point_of_interest, establishment",Sattari (Valpoi),15.4715066,73.8375808,,
Mhadei Jungle Camp by Ojas Agro Farm,"Bambar Nanoda road, Satari, Valpoy, Goa 403506, India",4.8,43,ChIJ0dhRTvGfvzsRo-5_zGMBPYg,"lodging, point_of_interest, establishment",Sattari (Valpoi),15.5841245,74.2012435,,
Bondla check post,"F32W+CC, Usgao-Ganjem VP, Gotiakhadilwada, Goa 403406, India",4.4,5,ChIJU0rO2sulvzsR2-Wamrxznxk,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4510129,74.0960911,,
Shrine,"C4M5+2HM, Tisca, Goa 403406, India",5,3,ChIJtaZmhHGlvzsRi6qY1cbZYNg,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.4325977,74.1089303,,
Valpoi,"G4H4+8W, Pissurle, Valpoy, Goa 403506, India",4.6,27,ChIJrxosfsKjvzsRH8AQ3XdfQZc,"park, point_of_interest, establishment",Sattari (Valpoi),15.5283597,74.1072846,,
Bird Watching Spot,"8WJ2+9QP, Arossim, Goa 403712, India",4.2,219,ChIJQefFIx23vzsRa9tEtr74_Y0,"park, point_of_interest, establishment",Sattari (Valpoi),15.3309671,73.9019438,,
Shantadurga temple Advoi sattari Goa,"Shree Shantadurga temple, Advai Desaiwada, Birondem VP, Goa 403530, India",4.7,19,ChIJtf8-0AujvzsRS37BhH3FD6w,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.500832,74.1054911,,
Prabhupad Bhavan Iskcon,"H23J+2JX, Dinkarnagar, Rudreshwar Colony, Harvale, Goa 403505, India",5,12,ChIJCc6DOtujvzsR5ySYMANc41s,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5526135,74.0316081,,
Shri Sateri Kelbai Devasthan,"G2X7+2PF, Sanquelim, Goa 403505, India",4.8,34,ChIJBbdmJES9vzsRxCF9OCboU9Q,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5475172,74.014281,,
"Shri Brahmadev Ji Temple, Brahma Karmali Goa","H597+R24, Karambali Bramha, Goa 403506, India",4.8,115,ChIJSwsP1HyfvzsRjXhZD_cc4Yg,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5695168,74.1625753,,
Brahmarashtroli Temple,"Brahmarashtroli Temple, Sakhali Housing Board, Sakhali housing board Colony, Harvale, Goa 403505, India",4.8,16,ChIJ1QqoCVS9vzsRexye1ZAEegE,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.55941,74.0251214,,
Vittal Rukumai Temple,"H284+PVG, Sanquelim Bridge, Karapur, Vithallapur, Sanquelim, Karapur, Goa 403505, India",4.7,77,ChIJ4zCzZuCXvzsRzJhGq3kwRS8,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5668139,74.0071963,,
Sateribhat Sateri Temple,"F2Q5+4W6, Valvai, Goa 403107, India",4.7,46,ChIJm9H6Tby8vzsR0mbubk4tO3U,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.487777,74.0097776,,
"Shantadurga Ravalnath Temple, Orgao, Marcel","GX4C+FXR, Marcel, Ponda, Orgao, Goa 403107, India",4.8,72,ChIJUcYZOlC8vzsRZLn8StwmSOo,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5062375,73.9723902,,
Sateri Temple Candola,"GXC7+QWH, Khandola, Goa 403107, India",4.7,118,ChIJt2Jatra9vzsRNksaUoHDx9k,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5219107,73.9648593,,
mhalshekar wada Poriem satari goa,"Mhalshekar wada, Pariye, Satari, Goa 403505, India",5,1,ChIJb7QSJQCZvzsREwI2iXKLFUQ,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5794829,74.0354899,,
Rudreshwar Mahadev Mandir,"H24G+2Q2, Rudreshwar Colony, Harvale, Goa 403505, India",5,3,ChIJwdeqFQC9vzsRHnvPUR_PAgc,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5550175,74.026886,,
Shri Sateri Temple,"FXG7+395, NH 4A, Karmali, Boma, Goa 403115, India",4.8,24,ChIJ-b7_iXO8vzsRbfePQT-yneY,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.4751252,73.9634888,,
Shri Durgadatta Temple Marcel,"Chimulawada, Orgao, Goa 403107, India",4.9,60,ChIJu3gqnkq8vzsR485kp_j5GA0,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5130161,73.9595066,,
"Shri Devi Sateri Sansthan, Khorli, Mhapasa","HRW2+9JV, Ghateshwar Nagar, Khorlim, Mapusa, Goa 403507, India",4.7,76,ChIJOV7TNgLrvzsRHeJsPxsGzjc,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5960279,73.8015381,,
Shree Ajoba temple,"G2VQ+9P6, Sanquelim–velguem–Surla-Usgao Rd, Honda, Goa 403530, India",4.6,81,ChIJQ_js1reivzsRtMPJHJExsSw,"place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5434738,74.0392196,,
Shri Chandreshwar Swamy Temple,"F2GM+MR3, Kotambi, Pale, Goa 403105, India",4.5,64,ChIJY2n8xlWjvzsRVnV5PJN7GpY,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.4767346,74.0345451,,
Vadadev Temple,"Vadadev Nagar, near Vadadev Temple, Honda, Satari, Goa 403530, India",4.4,21,ChIJ83ZLVr6ivzsRPEXTaAODLbc,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5475633,74.0506903,,
Sakhleshwar mandir,"H2MF+XW9, Pariye, Goa 403505, India",5,3,ChIJ5Qj37PyXvzsRbxpljeM-WNM,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.5849149,74.0248667,,
Shri Gajantlaxmi Temple Valvai,"F2V7+J8R, Valvai, Khandepar, Goa 403107, India",4.7,133,ChIJe2Rmxri8vzsRRcOmzeBsd8I,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.4941029,74.013267,,
Bairagi Temple,"H256+Q7P, Desai Nagar, Maulangtad, Sanquelim, Goa 403505, India",4.4,5,ChIJIQ1C41u9vzsRKTT5nH0Crgw,"hindu_temple, place_of_worship, point_of_interest, establishment",Sattari (Valpoi),15.559473,74.0107072,,
Chatrapati Shivaji Maharaj Park Valpoi.,"G4HP+X94, Massorde, Goa 403506, India",3.8,5,ChIJN4o807OhvzsRRlmeXNfnCTA,"park, point_of_interest, establishment",Sattari (Valpoi),15.5298909,74.1359564,,
Bhironda Picnic Spot,"F4MM+W6C, Unnamed Road, Bhironde, Birondem VP, Goa 403506, India",4.1,43,ChIJxQItHEKhvzsRXbSZlXQCgW8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4848003,74.1330228,,
Tajbi Gardens,"G4G9+XHP, Naguem, Goa 403506, India",4,21,ChIJqVlCQyuivzsRxpl1zsOBV9Q,"park, point_of_interest, establishment",Sattari (Valpoi),15.5274508,74.1189413,,
Srushti Farm,"H.no. 95, 2, Nagargaon Rd, Valpoy, Ambede, Goa 403506, India",4.5,32,ChIJHXSjoe-hvzsRnGESxpQr2dM,"campground, park, lodging, point_of_interest, food, store, establishment",Sattari (Valpoi),15.5620309,74.1539143,,
Siranguli Waterfall,"F5VP+34F, Siranguli, Shelpi Khurd, Goa 403506, India",4.3,15,ChIJAQBezUChvzsRjuFltXoRB0g,"park, point_of_interest, establishment",Sattari (Valpoi),15.4926771,74.1853027,,
Mhadai River New Dam,"F39W+RW, Pale, Mastakwada, Goa 403105, India",4.3,53,ChIJLa0Fy2GlvzsR3tBpNwwS_vk,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4692702,74.0921429,,
Spring Valley,"Advai Desaiwada, Birondem VP, Goa 403530, India",5,5,ChIJhWohAACjvzsRWf1N3RjmvO4,"park, point_of_interest, establishment",Sattari (Valpoi),15.4966217,74.1005419,,
Gawas brothers farm,Choraundem,4.7,3,ChIJWaWemRifvzsRVhdWRY-ZQQc,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6210625,74.1314375,,
Western ghat view point,"H4JP+7MV, Naneli",0,0,ChIJZTDcLwCfvzsRp1NF_dXtXAo,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5807395,74.1366873,,
Funicular (Wildernest),"M428+HH8, off Sankhali, Ghats, Chorla",5,1,ChIJ34QpFACZvzsRmBiA0PWHEr0,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6514013,74.1164605,,
Chorla Ghat Viewpoint || Karnataka,"M42H+9PW, State Highway 4, Choraundem",4.6,508,ChIJP__SuJWfvzsR0tBcGgF5Fv8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6509813,74.1293364,,
Chorlagundi Waterfalls || Karnataka,"M45G+J2, Sada",4.5,140,ChIJKR7eRVmfvzsRBB_fqZZ58sc,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.65909,74.125062,,
Hidden Milky waterfall,"H5QJ+M6, Maloli",0,0,ChIJPxVSTQCfvzsR1RSD4QYWIoI,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.589152,74.180543,,
Vazra Sakla Waterfalls (Karnataka),"M454+CV, Sada",4.7,146,ChIJw9Xdk1eZvzsRym4wkFNdRUM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6585625,74.1071875,,
Gulambe waterfall chorla,"M46C+4H, Sada",5,3,ChIJMTH1LACZvzsRN7gDri_NMLM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.660319,74.121424,,
Vagachi khond,"J3G6+V5, Querim VP",4.5,8,ChIJJwx6PQCZvzsRx_y0ZL2vhEo,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6282178,74.064032,,
Shirolim Canal,"J3F6+VFM, Shiroli",5,1,ChIJuz6zZgCZvzsRsyQ6fe9VSoM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6247142,74.0611761,,
Chorla haletra waterfall,"M45W+4C6, Chorla",0,0,ChIJ9YgUSwCfvzsRoenvZfIxqHc,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6577825,74.1460166,,
Bāndalagange Waterfalls || Karnataka,"M487+3PV, Sada",5,4,ChIJL4qt6bGbvzsRuZpoEqv1_3Y,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6652373,74.1142822,,
Sādagundi Waterfalls || Karnataka,Sada,4.7,151,ChIJ0dIqx2qbvzsRfCxx1v1EE_Y,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6628497,74.1006311,,
Goali Waterfall,"M53G+24, Goali",3.5,4,ChIJAzN2SgCfvzsRA_oJEf6HgfI,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6526236,74.1753413,,
Mangeli Waterfalls,"M4JG+C8, khanapur",4.6,279,ChIJy-bhw5SdvzsRAoaKpfqS6-c,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6809601,74.1257912,,
Ustem Dam,"H654+CH5, nagargoan dhave,ustem toad",4.5,72,ChIJZ-amTOGhvzsRAZtAXuBPtok,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5585012,74.2064777,,
Mangeli Deulwadi,"M4R2+R3G, Mangeli",4.7,3,ChIJN5MHZDSbvzsRSZbkY-HcsVI,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6920511,74.1002039,,
Talekhol waterfall,"J2XP+VFW, Panchayat Road Dodamarg, Talekhol",4.5,11,ChIJP8a2baWZvzsRnXk_Onj_3yo,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.649727,74.0362081,,
Dolphin Boat trip and kayaking,"beach, Palolem, Canacona, Goa 403702, India",4,52,ChIJ7RmQzOFFvjsRij98A3qs2rA,"tourist_attraction, point_of_interest, establishment",Canacona,15.0114217,74.0213312,,
Palolem Rocks Sunset Point,"2267+5CH, Anjadip, Chauri, Goa 403702, India",4.7,82,ChIJ83MY3bRFvjsRMiCicsc7Q40,"tourist_attraction, point_of_interest, establishment",Canacona,15.0108021,74.0127612,,
Praia da Luis e Cris / beach,"House No: 270, Neptune Point Colomb Beach, via, Palolem, Canacona, Goa 403702, India",4.5,6,ChIJ41Yv36dFvjsRXFiUkgGKvvw,"tourist_attraction, point_of_interest, establishment",Canacona,15.0022031,74.0283995,,
PALOLEM BEACH MANGROVE FOREST,"2289+82, Canacona, Goa, India",4.4,28,ChIJdZbyNbFFvjsR_c8vzqieQL0,"tourist_attraction, point_of_interest, establishment",Canacona,15.0158338,74.0175332,,
Chaar Rasta Canacona,"226J+CQR, Mohanbagh, Nagorcem, Canacona, Goa 403702, India",0,0,ChIJGUUfagBbvjsRo2b-uTVgkVQ,"tourist_attraction, point_of_interest, establishment",Canacona,15.0111208,74.0318867,,
Kolz Bon Candle night dinner,"X2XJ+V83, Palolem, Canacona, Goa 403702, India",5,1,ChIJkdUTWQBbvjsRYN1nAWC1Pu0,"tourist_attraction, point_of_interest, establishment",Canacona,14.999625,74.0307971,,
Mitansh_boat_trip,"End of palolem beach, end of road, Palolem, Canacona, Goa 403702, India",5,5,ChIJF0dLRrFFvjsRdCulOZjvCM8,"tourist_attraction, point_of_interest, establishment",Canacona,15.0136087,74.0160597,,
Capoli Watefall Canacona South Goa,"X2XR+3F2, Capoli, Palolem, Canacona, Goa 403702, India",0,0,ChIJ4Y5sFgBbvjsRmJK1des1GLY,"tourist_attraction, point_of_interest, establishment",Canacona,14.9976384,74.0411339,,
Dragonfly Beach,"2294+8Q, Canacona, Chauri, Goa 403702, India",4.5,22,ChIJZ74AN0FFvjsRzdj0wEYZ5c4,"tourist_attraction, point_of_interest, establishment",Canacona,15.0182525,74.0069794,,
Way To Palolem Beach,"226P+CG2, MDR49, Nagorcem, Canacona, Goa 403702, India",4.5,389,ChIJhaL1c65avjsRRD7QuD02P7w,"tourist_attraction, point_of_interest, establishment",Canacona,15.0110003,74.0362607,,
Beach Viewpoint,"224G+2R4, Ourem Rd, south end, Palolem, Canacona, Goa 403702, India",4.8,16,ChIJ3SiDDgBFvjsRHoWQyxC7GvU,"tourist_attraction, point_of_interest, establishment",Canacona,15.005029,74.0268043,,
Pathway to Beach,"227F+39J, Dr Pundlik Gaitonde Rd, Palolem, Canacona, Goa 403702, India",4.8,4,ChIJCZ77HmNFvjsR7r5jIYFwtnA,"tourist_attraction, point_of_interest, establishment",Canacona,15.0127021,74.0233801,,
The Lonely Tree,"228H+P8M, Major District Road, Palolem, Agonda, Canacona, Goa 403702, India",5,3,ChIJkzIGXgBFvjsREngPUUD33o8,"tourist_attraction, point_of_interest, establishment",Canacona,15.0168264,74.0283033,,
Kolz Bon Beach Wedding,"81/5, Palolem, Canacona, Goa 403702, India",5,2,ChIJsdnjfXRFvjsR2vumsP9H730,"tourist_attraction, point_of_interest, establishment",Canacona,15.0038117,74.0265002,,
Palolem beach Mr Lucky Boat service,"Palolem, Canacona, Goa 403702, India",4.6,5,ChIJE5JEvypFvjsRkHpy_9BiESo,"tourist_attraction, point_of_interest, establishment",Canacona,15.010524,74.0225425,,
Palolem Kayaking Spot,"10, Ourem Rd, Mohanbagh, Palolem, Canacona, Goa 403702, India",4.6,18,ChIJzdM4Sz9FvjsRgR61wBTungc,"tourist_attraction, point_of_interest, establishment",Canacona,15.0076952,74.0261434,,
Balancing Rock Viewpoint,"1, Palolem Down St, Palolem, Canacona, Goa 403702, India",3.8,15,ChIJOXzXcQBFvjsR0WqxN807VE0,"tourist_attraction, point_of_interest, establishment",Canacona,15.017192,74.0185323,,
Palolem boat kayaking backwater,"Beach, near st.cruz chapel, Palolem, Canacona, Goa 403702, India",4.9,107,ChIJRwiKArBFvjsRWln8gzgJsjU,"tourist_attraction, point_of_interest, establishment",Canacona,15.0130747,74.0159922,,
GYAN DOLPHIN TRIP,"Main beach road, near sumitra stores, Patnem, Palolem, Canacona, Goa 403702, India",5,1,ChIJPZEPUclbvjsRdFNAz4pypIk,"tourist_attraction, point_of_interest, establishment",Canacona,14.9978902,74.033415,,
Rudra Boat Trip Talpona,"Jetty, Talpona, beach, Poingunin, Goa 403702, India",5,48,ChIJkX24D9ZbvjsRYzJ62aS4hP8,"tourist_attraction, point_of_interest, establishment",Canacona,14.9829136,74.0398425,,
Palolem,"226C+VG5, Inside of Palolem Beach Resort, Palolem, Canacona - Goa Cancona, Palolem, Canacona, Goa 403702, India",4.3,7,ChIJJafqPTlFvjsR6D6gcWgoETM,"tourist_attraction, point_of_interest, establishment",Canacona,15.012134,74.02137,,
Odysea,"Palolem, Benaulim, Canacona, Goa 403702, India",0,0,ChIJJQdWeZNFvjsRc3T2S3nVbhs,"tourist_attraction, point_of_interest, establishment",Canacona,15.0103229,74.0230682,,
Sahil Boat Trips,"Patnem canacona goa, South goa ,403702 Patnem beach, Canacona, Goa 403702, India",5,58,ChIJ471hdIlbvjsR_MMjI3PVPuE,"tourist_attraction, travel_agency, point_of_interest, establishment",Canacona,14.9991402,74.0321115,,
Hidden Lotus Cave Patnem,"X2VP+Q35 patnem beach Patnem, Palolem, Canacona, Goa 403702, India",3.4,16,ChIJG9Sszt5bvjsRNsEFXe9XoU0,"tourist_attraction, point_of_interest, establishment",Canacona,14.9943825,74.0352404,,
Rocky boat trip palolem,"Palolem, Canacona, Goa 403702, India",4.6,8,ChIJbe_nXZBbvjsRj4KW1v3IMQE,"tourist_attraction, point_of_interest, establishment",Canacona,15.0112064,74.0223223,,
Shark Rock Point,"2267+GV9, Anjadip, Goa 403702, India",4.3,53,ChIJndh1mORFvjsRkRuaFLrQ0LA,"tourist_attraction, point_of_interest, establishment",Canacona,15.0112825,74.0147383,,
Chapoli view point,"22HV+PH, Canacona, Mallikarjun, Goa 403702, India",4.1,27,ChIJVxxx81xRvjsRBtFgR1tSvv4,"tourist_attraction, point_of_interest, establishment",Canacona,15.0292855,74.0439738,,
Chapoli Waterfall Canacona South Goa,"23M2+7CH, Chapoli, Canacona, Mallikarjun, Goa 403702, India",5,4,ChIJZ60NMgBRvjsRsumez_C2uNk,"tourist_attraction, point_of_interest, establishment",Canacona,15.033731,74.050117,,
Sea Turtle Rock,"223G+8HG, Palolem, Canacona, Chauri, Goa 403702, India",5,1,ChIJtfmSMgBFvjsRXA_loY14mxM,"tourist_attraction, point_of_interest, establishment",Canacona,15.0042379,74.0266269,,
All day kayak adventure,"Palolem Down St, Palolem, Canacona, Goa 403702, India",4.8,13,ChIJ5wuzXnZFvjsRjEUe0CzKj9k,"tourist_attraction, point_of_interest, establishment",Canacona,15.0114947,74.0211434,,
Bliss Circus,"Ourem Rd, inside Traverse Hostel, Mohanbagh, Palolem, Canacona, Goa 403702, India",4.3,20,ChIJrwsdnrdFvjsRgtflxlFQjyc,"tourist_attraction, point_of_interest, establishment",Canacona,15.0056291,74.0281796,,
River queen boat trip and kayaking by Tulsidas ji,"X3V5+JFR, Canacona, Poingunin, Goa 403702, India",5,5,ChIJ9dbnRgBbvjsRy72DZZVaiWo,"tourist_attraction, point_of_interest, establishment",Canacona,14.9941098,74.0586288,,
Talpona Beach,"Talpona Beach, Goa, India",4.7,469,ChIJrWx_htdavjsRuZH5wuHKgRA,"natural_feature, establishment",Canacona,14.9780088,74.0419464,,
Colomb Beach,"Colomb Beach, Goa, India",4.5,237,ChIJ0ROleEtFvjsRqkMyxRepPu8,"natural_feature, establishment",Canacona,15.0026499,74.0271825,,
