name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,,
Nanuz Fort,"G46M+RX3, Birondem VP, Nanuz, Goa 403506, India",4.3,15,ChIJ1SRNWCihvzsRFgMn8LWWgpE,"point_of_interest, establishment",Sattari (Valpoi),15.5120017,74.1349164,,
Yellur Fort,"Rajhunsgad Fort, Belagavi, Karnataka 590005, India",4.5,5320,ChIJCUZyt-tovzsR3v5buCMxljM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.7570903,74.5264991,,
maharaja dipaji rane's fort,"H284+PP8, Zariwada Vithallapur, Vithallapur, Sanquelim, Karapur, Goa 403505, India",4.1,30,ChIJ41L7g-CXvzsR18Ty6YoD0_0,"point_of_interest, establishment",Bicholim,15.5667848,74.0068242,,
Aguada fort photoshoot point,"FQRF+QJR, Aguada Fort Area, Candolim, Goa 403515, India",4.5,32,ChIJayK1XwDBvzsROqDbHKhn5u0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4916926,73.7739531,,
Condy Fort,"6XGC+MPX, Sirlim, Devsua, Goa 403725, India",4.6,8,ChIJUdbhLgCzvzsRX99wRRZe8D0,"point_of_interest, establishment",Salcete (Margao),15.2265769,73.9720064,,
"Yashwantgad, Redi","QM38+55H, Redi, Khalchikar, Maharashtra 416517, India",4.7,497,ChIJG8KaP3DwvzsRMLO9iJRX5R0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.7529323,73.6654936,,
Fort of Mormugao,"CQ6V+MMV, Headland Sada, Vasco Da Gama, Goa 403803, India",3.8,75,ChIJL1-OdB3HvzsR4MgQ9kp6Clg,"point_of_interest, establishment",Mormugao (Vasco),15.4117376,73.7941706,,
Chandor fort,"7354+62V, Cotta Chandor Goa, Kantivaddo Ravora, Chandor, Guirdolim, Goa 403714, India",4.4,10,ChIJzdTxVOStvzsR9srFXvoRiYc,"point_of_interest, establishment",Sanguem,15.2581211,74.0550595,,
Sinquerim Fort view Point,"FQX7+2XG, Below Taj holiday village Sinquerim, beach, Aguada Fort Area, Candolim, Goa 403515, India",4.6,308,ChIJTYvlxXfBvzsRoLIpck2UZqE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4975629,73.7649449,,
Reis Magos Fort Reception,"FRW5+VVP, Reis Magos, Verem, Goa 403109, India",4.3,20,ChIJHRjEbADBvzsRXU5We58fXGY,"point_of_interest, establishment",Tiswadi (Panaji),15.4972469,73.8094017,,
"Yashwant Gad Fort , Redi Fort","QM37+3V5, Redi, Khalchikar, Maharashtra 416517, India",4.6,638,ChIJ5VDKGXDwvzsRpFb4ORsxqFY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.7526466,73.6647408,,
Belagavi Fort,"VG5F+QP5, Belgaum Fort Area, Belagavi, Karnataka 590016, India",4.4,7454,ChIJn3frNcdmvzsRoLnZXhQnFgI,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.8593875,74.5243594,,
Vagator Hill View,"Chapora Fort Trail, Vagator, Goa 403509, India",4.6,320,ChIJNb7bl2jpvzsRQJxMZFXA3vo,"park, point_of_interest, establishment",Bardez (Mapusa),15.6009571,73.7342742,,
Sankhali Fort,"H274+FRH, Market Rd, Desai Nagar, Sanquelim, Goa 403505, India",4,9,ChIJHVSYAjWXvzsRce_3QFJN3sw,"point_of_interest, establishment",Bicholim,15.5636883,74.0071034,,
"Cabo View Point, Panjim","FQ5X+V23, Raj Bhavan Rd, Dona Paula Jetty, Panaji, Goa 403004, India",4.5,848,ChIJAZNVij_BvzsRdAHEnNaGR6o,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4596433,73.7975451,,
Fort Aguda Beach Resort,"Umtta Vaddo, Calangute, Goa 403516, India",4.4,198,ChIJv6ZPU-LBvzsReAh985eXiYE,"lodging, point_of_interest, establishment",Bardez (Mapusa),15.5426013,73.762876,,
Aguada View Point,"FQVM+953, Aguada Fort Area, Candolim, Goa 403515, India",4.4,168,ChIJSUuhlzHBvzsRzFgI7YQUpCU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.493377,73.782929,,
Aguada Fort Ticket Counter,"Aguada - Siolim Rd, Sinquerim, Candolim, Goa 403515, India",3.9,59,ChIJl8SPaG_BvzsRDH0yEL8QGcY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4934619,73.7747728,,
Raj Bhavan,"FQ7Q+7GJ, Raj Bhavan Road, Panaji, Dona Paula, Goa 403004, India",4.5,184,ChIJFyoNntXAvzsRoCRwQI-dbcs,"tourist_attraction, local_government_office, point_of_interest, establishment",Tiswadi (Panaji),15.4632024,73.7887565,,
Sunset View Point Colva,"7WF7+WCW, Colva, Goa 403708, India",4.5,425,ChIJNwkLZhi0vzsRBmJE7qIZZ_Q,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2748536,73.9135851,,
Mardan Gad,"92Q5+CQC, Kurtarkar Nagari, Betora, Goa 403401, India",4.3,42,ChIJ6ztbM6K6vzsR0qJQeFp1j-I,"point_of_interest, establishment",Ponda,15.3885728,74.0093857,,
Fort Mormugao (Entrance),"CQ6V+49G, Headland Sada, Vasco Da Gama, Goa 403803, India",3.8,5,ChIJA0wbPQDHvzsRB1d7XDjetBI,"point_of_interest, establishment",Mormugao (Vasco),15.4103248,73.7934457,,
"Indian National Flag, Aguada Fort","FQVF+6JF, Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.6,10,ChIJWwq-JwDBvzsRBcwj98mY6D0,"point_of_interest, establishment",Bardez (Mapusa),15.4929398,73.774347,,
Gaspar Dias Fort Cannon,"FRM5+8HX, Miramar Cir, Miramar, Panaji, Goa 403001, India",3.9,9,ChIJubGBBADBvzsRlm-GIwNxcew,"point_of_interest, establishment",Tiswadi (Panaji),15.4833578,73.8089759,,
Chhatrapati Shivaji Maharaj Fort छत्रपती शिवाजीचो किल्लो,"CX7Q+3MV, Donshiwado, Bandoda, Bandiwada, Goa 403401, India",4.4,1652,ChIJnVBfyvC6vzsRA1Clf2FdZ5E,"tourist_attraction, point_of_interest, establishment",Ponda,15.4127367,73.9891712,,
Kaurati's Caves,"Unnamed Road, Aguada Fort Area, Candolim, Goa 403515, India",4.5,1204,ChIJnRktZeLBvzsR0FO3uIXpDqk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4942477,73.7666941,,
Thivim Fort,"JVM2+X5H, Tivim, Goa 403502, India",3.5,2,ChIJ___v_K6UvzsR7WAqHJQDxnc,"point_of_interest, establishment",Pernem,15.6349283,73.8504981,,
Zaago,"GVG3+M4Q, Betim–Penha de Franca–Pomburpa–Quitla-Aldona Rd, Bardez, Donwaddo, Salvador du Mundu, Goa 403101, India",4.2,87,ChIJ5VZ2d42_vzsRJg_YNH3hRlY,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5267184,73.8528737,,
"Museum of Goa, MOG","79, Estate, Pilerne Industrial Estates, Pilern, Goa 403511, India",4,8746,ChIJsz_IVjXAvzsRKB-KUSodijs,"cafe, art_gallery, food, museum, point_of_interest, establishment",Tiswadi (Panaji),15.525516,73.795263,,
Goa State Museum,"Patto Centre Building, Adilshaha Palace, Old Secretariat, Panaji instead of, Patto, Panaji, Goa 403001, India",3.8,799,ChIJC_YOKJvAvzsRxHcRKHiw_JQ,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.5007546,73.829868,,
AAA All About Alcohol Museum,"Main Road, Candolim, Goa 403515, India",4.6,2010,ChIJ2dIMYnfBvzsREa3ZA2AyWyw,"museum, point_of_interest, establishment",Bardez (Mapusa),15.5095841,73.7693015,,
Pilar Seminary Museum,"CVVW+22W, Fr. Agnel Church, Pilar, Goa Velha, Goa 403203, India",4.8,46,ChIJQc3I1bm5vzsRdyf8hmJ3THs,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.4425841,73.8950171,,
BENZ WAX MUSEUM & FISH AQUARIUM,"Junction, Calangute - Arpora Rd, near Arpora, Arpora, Goa 403516, India",4.6,27315,ChIJaQVTa_LrvzsRHDEKtziA-JE,"museum, point_of_interest, establishment",Bardez (Mapusa),15.5609664,73.7636452,,
Casa Araujo Alvares,"Loutolim, Goa 403718, India",4.2,230,ChIJQeTU91SwvzsR8j8HamK5f4U,"museum, point_of_interest, establishment",Salcete (Margao),15.3395692,73.9864543,,
Palácio do Deão,"Church, Opposite Holy Cross, Quepem, Goa 403705, India",4.4,730,ChIJ2ZYd-yitvzsRyJPT1dp816c,"tourist_attraction, restaurant, food, museum, point_of_interest, establishment",Quepem,15.2135835,74.0736286,,
Archaeological Survey of India,"GW36+79H, Old Goa, Goa 403402, India",4.4,11103,ChIJk8ZOOfO-vzsRKrPdHNmlgSE,"museum, point_of_interest, establishment",Salcete (Margao),15.5031845,73.9109878,,
Ashvek Vintage World Car Museum,"12/B, Nuvem, Goa 403713, India",3.7,346,ChIJA44p4y2xvzsRYjVq3GXi4sk,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3211336,73.9414845,,
The Figueiredo Mansion,"Loutolim, Goa 403718, India",4.5,587,ChIJl4dvbvewvzsRIpK7JrHcKrI,"museum, lodging, point_of_interest, establishment",Salcete (Margao),15.3464604,73.979126,,
Ulta Pulta Museum,"UMIA QUATRO B, 5, Airport Rd, Green Valley, Dabolim, Ijorshi, Goa 403711, India",4,1120,ChIJG72jTQC5vzsR2st1JNppuI8,"museum, point_of_interest, establishment",Mormugao (Vasco),15.3870509,73.8452905,,
Kerkar Art Complex,"GQM6+7JM, Holiday St, Gauravaddo, Calangute, Goa 403516, India",3.5,39,ChIJJ9made_BvzsRIjH1r4LkwGs,"tourist_attraction, museum, point_of_interest, establishment",Bardez (Mapusa),15.5331651,73.761561,,
Charavane Waterfall,"J4RH+G97, Choraundem, Goa 403506, India",4.3,197,ChIJf9lMjrWevzsRQTaSG8jAYZ8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6412818,74.1284271,,
Mogacho Waterfall,"MQMJ+HGH, Parse, Goa 403512, India",3.8,184,ChIJr7iHw8PtvzsRBukm7_S2rrE,"tourist_attraction, point_of_interest, establishment",Pernem,15.6839395,73.7813684,,
Sanvordem Waterfall,"G5HX+98Q, Unnamed Road, Valpoy, Goa 403506, India",4.6,226,ChIJ8XYOdVGhvzsRnf64_pJO3Hg,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5284625,74.1983594,,
Shiva Waterfall,"3WRF+XJH, Canacona, Gonval, Goa, India",4.2,412,ChIJU0z4aBVJvjsRSZCNCzEbJ-U,"tourist_attraction, point_of_interest, establishment",Canacona,15.0924458,73.9241239,,
Mainapi Waterfall Netravali,"3794+VGF, Neturlim, Netravli, Goa 403704, India",4.7,401,ChIJU3FMEfr5vjsRjKsNl2jWNx0,"tourist_attraction, zoo, park, point_of_interest, establishment",Sanguem,15.0696893,74.2563011,,
Sonshe waterfall,"G392+XQ8, Sonus-Vonvoliem, Goa 403530, India",3.9,77,ChIJk8EvpZWjvzsRC6z-wCIfnFg,"park, point_of_interest, establishment",Bicholim,15.5199185,74.0519628,,
Blue Waterfall,"Aki waterfall, Rivona, Goa 403705, India",4,102,ChIJuaO9M-9TvjsRGDUSPRk93AM,"park, point_of_interest, establishment",Canacona,15.137164,74.117323,,
Nanora waterfall,"JWV7+77X, Latambarcem, Goa 403503, India",3.9,63,ChIJBe3VOXGVvzsRkoTr1nkFIYk,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6432342,73.9132345,,
Padi Waterfall,"32QH+MCR, Khede, Goa 403703, India",3.8,242,ChIJ7RTi_T5PvjsR9iI0nYgw074,"park, point_of_interest, establishment",Canacona,15.0892446,74.0285175,,
Chimbel Waterfall,"FVHF+H9M, Tiswadi, Mersi Tem, Goa 403006, India",3.7,148,ChIJk81BkDu_vzsR4AgJhOdyo_M,"park, point_of_interest, establishment",Salcete (Margao),15.478956,73.87342,,
Surla Falls Top Viewpoint,"M5GP+2CV Waterfalls, Surla, Goa 403506, India",4.6,113,ChIJbx14DROdvzsRv_-dx1ZPSxk,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6751174,74.1860581,,
Shirent waterfall,"FVQJ+2RG, Chimbel, Goa 403006, India",4.3,50,ChIJ7Rg8SlC_vzsRgXxblEGUL4M,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4875596,73.8820656,,
Aqua-falls,"8XV3+9X, Verna, Lotli, Goa 403722, India",3.9,96,ChIJEUBoDuOxvzsR1dklgr6Zmis,"tourist_attraction, park, point_of_interest, establishment",Dharbandora,15.3434811,73.9549965,,
Dudhsagar Waterfall Trip - Goa,"Dudhsagar falls, Kolem, Goa 403410, India",4.4,256,ChIJo-qKFB7qvzsRoiU9cAzy4Qw,"tourist_attraction, point_of_interest, establishment",Sanguem,15.3379486,74.2462197,,
Bramha Karmali Waterfall,"H5M6+24G, Bramha Karmali-Shelphem Rd, Naneli, Goa 403506, India",4.3,77,ChIJdemn4FefvzsRY74B0IIJyaQ,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.582559,74.1603253,,
Bhupar waterfall,"342J+242, Gaundongren, Goa 403702, India",4.5,45,ChIJk_ptmkdXvjsRUtzKIBsmquc,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505185,74.1302594,,
Kalasa Waterfalls- (Kanakumbhi),"M5HQ+VQG, Huland, Surla, Goa 403506, India",4.6,79,ChIJ6a8yqP-dvzsRjqV4h82y6eM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6796863,74.1894387,,
King's Waterfall,"Azossim, Dongrim, Goa 403104, India",3.9,132,ChIJbRyyzMG5vzsRheaJLGdVzfE,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.4634347,73.9212858,,
Dabem waterfall,"H35W+666, Dabem, Jarma, Goa 403506, India",4.4,7,ChIJWcmgpTWjvzsRWrbvqgRLIx0,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5580357,74.0955158,,
Siddhanath waterfall,"928R+36H, Talewada, Kajorde, Goa 403103, India",4,107,ChIJHb7IxgevvzsR4JAbcxpcYWE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.3651752,74.0406066,,
Sirsaim waterfall,"JVHP+HF, Sirsai, Assonora, Goa 403502, India",4.1,59,ChIJ88V6vP2VvzsRzJQv4s4QyoA,"tourist_attraction, point_of_interest, establishment",Pernem,15.6289375,73.8861875,,
Dudhsagara Waterfall Camp Site,"Sonauli, Goa 403410, India",4.6,573,ChIJaxzmhv8DvzsRKsGgRYDJeIs,"park, tourist_attraction, point_of_interest, establishment",Sanguem,15.3126988,74.3143903,,
Harvallem Waterfall,"Harvallem Waterfall, Rudreshwar Colony, Kudne, Goa 403505",4.3,56,ChIJJcZtVEy9vzsRxTAJR5Vyj8s,"natural_feature, establishment",Sattari (Valpoi),15.5505562,74.0267991,,
Dragon Waterfall Ambaulim,"Ambavali, Talewada, Goa 403705, India",3.8,100,ChIJ7YL7gEutvzsRKDVO4piFCOY,"park, point_of_interest, establishment",Sanguem,15.2107335,74.0429012,,
Perkon Waterfall,"MVX8+6C8, Unnamed Road, Ozorim, Goa 403512, India",3.9,102,ChIJ_R9Y1aaTvzsRk5iw6Lxewp4,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6980273,73.8660752,,
Dhabdabha Waterfall Bicholim,"Katarwada, Dicholi, Bhatwadi, Goa 403504, India",4,71,ChIJUTThNtSXvzsRRztdY-sATAs,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5751965,73.9390095,,
Satrem Waterfall,"J69F+V9M, Satre, Goa 403506, India",4.5,56,ChIJ27uqrn51vzsR9IHdShl_0GM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.619711,74.223431,,
Udear Springs,"8WXW+5F5, Verna, Lotli, Goa 403722, India",4.1,632,ChIJWzNaI8-wvzsRoxK7KxZeyjI,"park, point_of_interest, establishment",Dharbandora,15.3478875,73.9462344,,
Aai Waterfall,"342J+63C, Gaundongren, Goa 403702, India",4.6,19,ChIJwRihDD5XvjsRz2DsLdu_FIE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505657,74.1301421,,
Nadal Waterfall,"Maina, Quepem, Padi, Goa 403703, India",4,10,ChIJfaj4pQNRvjsRpfqbdqAZXzI,"park, point_of_interest, establishment",Canacona,15.0978161,74.064417,,
Ozari waterfall,"MVQF+HMC, Ozorim, Goa 403512, India",4,65,ChIJO3_r4raTvzsRvJdgYaZ4mg8,"tourist_attraction, point_of_interest, establishment",Pernem,15.6889453,73.8741547,,
Rancol Waterfall,"8382+5J9, Shiroda, Goa 403103, India",4.3,4,ChIJuZnAZUKvvzsR0r2bB2UyGqM,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.3154197,74.0516016,,
Keri Karmale waterfall,"F244+P2M, Keri, Goa 403404, India",4.8,5,ChIJJxvS8ru7vzsRk8yTEK6BlDc,"tourist_attraction, point_of_interest, establishment",Ponda,15.4568345,74.00504,,
Bharsa Waterfall,"3566+62Q, Unnamed Road, Gaundongren, Goa 403704, India",4.4,10,ChIJrQVFRDdXvjsRmCeuMjk2IGg,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0605999,74.1601111,,
Gokuldem Waterfall,"Barsen, Gokole, Goa 403703, India",4.5,14,ChIJcY7l1PJRvjsRkuzob7cwb_I,"park, point_of_interest, establishment",Canacona,15.067987,74.0759749,,
Savri Waterfall Parking,"368M+2M, Neturlim, Netravli, Goa 403704, India",4.4,54,ChIJjxWfjs35vjsRqyfLAyrfN1I,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0666853,74.2341689,,
Seasonal falls,"G2GW+JRG, Sonus-Vonvoliem, Goa 403530, India",4.1,7,ChIJO7kJCPCjvzsR33KNlwsyras,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5265711,74.0470845,,
GEC goa waterfall,"CX9G+W6, Bandiwada, Goa 403401, India",4.4,31,ChIJDYdenSi7vzsRGqVhGDsb5xA,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.4198193,73.9755325,,
Caranzol Talyar Waterfall,"Unnamed Road, Caranzol, Satari, Goa 403506, India",4.3,11,ChIJMZ2KAYihvzsRUm2PQzM-l6E,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4990625,74.2160625,,
Dr.Sophia Waterfall,"Old Goa, Baingini, Goa 403402, India",3.5,32,ChIJHbPbiNy_vzsRVGBXJbg_6lU,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4888494,73.9013952,,
Tiger Waterfall,"75FM+96, Dudal, Goa 403704, India",3.9,8,ChIJ-2LnZACrvzsRL-L7iYn3oAU,"tourist_attraction, point_of_interest, establishment",Sanguem,15.2734367,74.1831127,,
Vaiginim Waterfall and village,"H6QJ+32C, Nanode, Vayangani, Goa 403506, India",4.6,7,ChIJI4RwsfF1vzsRIlEsBYBz_hA,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5876926,74.2300051,,
Gavcho Waterfall,"F62M+F8J, Surla, Goa 403406, India",5,3,ChIJ1VJ49kYJvzsRmPfnQVJNPpM,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.4512087,74.2332505,,
Cunchelim Waterfall,"JR7C+Q7, Mapusa, Goa 403526, India",3.3,19,ChIJ1_HG70LrvzsR9_yqsEpZaw4,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6141969,73.8206561,,
Verna Waterfalls,"STPI Building, Verna Industrial Estate, Verna, Nagve, Goa 403722, India",3.7,91,ChIJOyOe_Mq3vzsR67IrNf9TJ18,"park, point_of_interest, establishment",Salcete (Margao),15.3650513,73.9304433,,
Chal Waterfall,"3454+8RC Chall Gaondongrim, Canacona, Vaul, Goa 403702, India",3.4,5,ChIJaUjBrFZRvjsR3C_EFiB_hUM,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0583155,74.1070181,,
Avali waterfall,"25P8+XX, Gaundongren, Goa 403702, India",4.9,8,ChIJd7bCNWpXvjsRwLVIgem8sbI,"tourist_attraction, point_of_interest, establishment",Sanguem,15.037483,74.167388,,
Kalasa Waterfalls,"M5HQ+JW, Surla, Goa 403506, India",4.6,5,ChIJl8NnUwWdvzsRe0t2Xrkrti8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6790625,74.1898125,,
Netravali Wildlife Sanctuary,"36MJ+FR7, Unnamed Road, Neturlim, Netravli, Goa 403704, India",4.5,664,ChIJrV85rh75vjsRUHVODTEwKkY,"park, point_of_interest, establishment",Ponda,15.0836711,74.2320539,,
Cotigao Wildlife Sanctuary Office,"X4M5+VCR, Hatipal,Partgal, Poingunin, Canacona, Goa 403702, India",4.2,326,ChIJ_____8NavjsRWcgl0iw89vk,"park, point_of_interest, establishment",Sanguem,14.984734,74.1085117,,
Madei Wildlife Sanctuary,"H5WQ+M5W, Nagargaon, Kodal, Goa 403506, India",4.6,93,ChIJ8XnJ49SfvzsRjmqYVVklMY4,"zoo, park, point_of_interest, establishment",Sattari (Valpoi),15.5967304,74.1879633,,
Banastari Wetlands,"FXR3+2W5, Corlim, Goa 403110, India",4.5,55,ChIJbRhRSBO9vzsRqw0iLXI2QQ8,"tourist_attraction, park, point_of_interest, establishment",Sattari (Valpoi),15.4900225,73.9548583,,
Merces Bird Sanctuary,"FRRW+C54, Neugi Nagar, Mersi Tem, Goa 403005, India",4.1,573,ChIJLVUWB0m_vzsRIydp_djEClc,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4910213,73.8454662,,
Bhimgad Wildlife Sanctuary,"H87P+W4V, Karnataka 591302, India",4.4,507,ChIJ7d7UHr8MvzsRWrrNs0qgj-w,"park, point_of_interest, establishment",Sattari (Valpoi),15.5648707,74.3352858,,
Untamed west - Birding in Goa,"St. Roque vaddo, Kolval, Bardez, Goa 403513, India",4.9,41,ChIJk3BdDU_rvzsRfX3StPRPCP4,"park, point_of_interest, establishment",Pernem,15.6435292,73.8352628,,
Migratory Birds Area,"GVH5+F34, Salvador du Mundu, Goa 403101, India",4.4,166,ChIJ6UsCPJO_vzsRqu260Ym9L1o,"park, point_of_interest, establishment",Sattari (Valpoi),15.528638,73.857701,,
Carambolim Lake Migratory Bird Sanctuary,"FWPH+F6V, Lake Road, Karmali, Corlim, Goa 403110, India",4.1,374,ChIJR4WZsaO-vzsRnO5GtG8Fh7Y,"tourist_attraction, park, point_of_interest, establishment",Bicholim,15.4862398,73.928046,,
Dr. Salim Ali Bird Sanctuary,"GV7C+657, Ilhas, Madel, Ribandar, Goa 403102, India",3.8,3949,ChIJYU0mP3W_vzsReXl288rhJ9M,"tourist_attraction, park, point_of_interest, establishment",Tiswadi (Panaji),15.5130468,73.8704154,,
Palolem Beach,"Palolem Beach, Goa, India",4.6,28949,ChIJuwJb0FFFvjsR9bsPS33GGx4,"natural_feature, establishment",Canacona,15.0099648,74.0232186,,
"Sernabatim Beach, Colva","7W78+GQP, Colva, Benaulim, Goa 403708, India",4.5,2513,ChIJLVsgjRS0vzsRQl0jQVGvgJI,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2638375,73.9169531,,
Ozran Beach,"Ozran Beach, Anjuna, Goa, India",4.5,2262,ChIJuyzTNnfpvzsRbeKRVdrY7wo,"natural_feature, establishment",Bardez (Mapusa),15.593719,73.7344677,,
Mandrem Beach,"MP95+VR7, Near Chopdem, Mandrem, Goa 403527, India",4.6,6875,ChIJ0YVAXejuvzsRwE5XWdcQbO4,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6696522,73.7095472,,
Pebbles Beach,"3WPC+MVG, Kola, Canaguinim, Goa 403703, India",4.5,572,ChIJnTm8NW1JvjsRxn2viLfxvko,"tourist_attraction, park, point_of_interest, establishment",Canacona,15.0866772,73.9222132,,
Morjim Beach,"JPHH+36R, Morjim, Goa 403512, India",4.6,8145,ChIJL0YJ38ruvzsRmbkATYIiC40,"point_of_interest, establishment",Pernem,15.6277403,73.7280048,,
Colva Beach,"Colva Beach, Goa, India",4.3,11483,ChIJo3Ithhi0vzsRNQmtLCAb3rU,"natural_feature, establishment",Salcete (Margao),15.2805316,73.9119945,,
Majorda Beach,"Majorda Beach, Goa, India",4.5,6217,ChIJg8LF7u22vzsR2c7E-5SsnVs,"natural_feature, establishment",Salcete (Margao),15.3111553,73.9018114,,
Querim Beach,"Querim Beach, Goa, India",4.6,1494,ChIJ4-pZ_tDvvzsRA_whdNQx120,"natural_feature, establishment",Bardez (Mapusa),15.7192093,73.6900414,,
Butterfly Beach,"Butterfly Beach, Devalkajjan, Goa 403702, India",4.5,5209,ChIJ8YfoFopPvjsRJzVErf5JQok,"natural_feature, establishment",Canacona,15.0196019,74.001647,,
Arambol Beach,"Arambol Beach, Goa, India",4.6,12992,ChIJU2YT71LuvzsRFgfxISbKed0,"natural_feature, establishment",Bardez (Mapusa),15.6846886,73.7032836,,
Galgibaga Beach,"Galgibaga Beach, Goa, India",4.7,1386,ChIJn2moOTxbvjsRKbW2KRy9wZ4,"natural_feature, establishment",Canacona,14.9600472,74.0495654,,
Baga beach,"Baga beach, Calangute - Mapusa Rd, Nagva, Saligao, Goa 403516, India",4.2,103,ChIJtVyLxm_qvzsRKbczJzzDfGY,"natural_feature, establishment",Bardez (Mapusa),15.5592353,73.7810841,,
Vagator Beach,"Vagator Beach, Anjuna, Goa, India",4.4,12983,ChIJrwFB_W7pvzsRAxuEMqa-5x8,"natural_feature, establishment",Bardez (Mapusa),15.6029835,73.733627,,
Canaguinim Beach,"Canaguinim Beach, Canaguinim, Goa, India",4.5,338,ChIJHVpLy3RMvjsRguxvHH40oYs,"natural_feature, establishment",Salcete (Margao),15.1269262,73.9402071,,
Kakolem Beach,"Kakolem Beach, Goa 403702, India",4.7,1036,ChIJW-Ysb8NOvjsRaPP6mUZFoXc,"natural_feature, establishment",Pernem,15.073137,73.9546265,,
Kalacha Beach,"Kalacha Beach, Goa, India",4.5,190,ChIJ20Jku7XvvzsRPk38pE7DnSw,"natural_feature, establishment",Pernem,15.6977812,73.6971985,,
Sernabatim Beach,"Sernabatim Beach, Goa, India",4.5,547,ChIJDTRXTxS0vzsR1ETHp5kr9GQ,"natural_feature, establishment",Salcete (Margao),15.2667239,73.9150395,,
Hollant Beach,"Hollant Beach, Dabolim, Goa 403806, India",4.2,788,ChIJZQCkofW3vzsRynAlDHSbosk,"natural_feature, establishment",Mormugao (Vasco),15.3698695,73.8619695,,
Polem Beach,"Polem Beach, Goa, India",4.5,821,ChIJzY0CZ15cvjsRF1OibJhH4VE,"natural_feature, establishment",Canacona,14.9083424,74.0818743,,
Morjim Beach Goa,"Tem, Morjim, Goa 403512, India",4.6,1446,ChIJr4aj2XbpvzsR0tYp5LuuRh8,"point_of_interest, establishment",Pernem,15.6173203,73.7335798,,
Coco Beach,"FQXQ+XF2 Mainavaddo, Nerul - Reis Margos Rd, Goa 403114, India",4,6305,ChIJR_pxNAfBvzsRhAqjag8OtdY,"point_of_interest, establishment",Tiswadi (Panaji),15.4998804,73.7886544,,
Aguada Rocky Beach,"Aguada Rocky Beach, Unnamed Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.5,626,ChIJFWX6VHLBvzsRrtY68GrdDNA,"natural_feature, establishment",Bardez (Mapusa),15.4916426,73.7681518,,
Vagator Beach Sunset Point,"JP2M+CFM, Vagator Beach Rd, Vagator, Goa 403509, India",4.5,5524,ChIJww0daCnpvzsR09UMQ9s7oFk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.601075,73.733682,,
