name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories,cluster,day,normalized_google_rating,weighted_rating,quantity_factor,popularity_score,cluster_max_popularity,normalized_popularity
Candolim Beach,"Candolim Beach Rd, Candolim, Goa 403515, India",4.5,42536.0,ChIJv9F7IjzBvzsR70r6HmyML_o,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.5179749,73.7626122,,,['beaches'],0,1,0.875,0.8749992197462167,0.9206618780958954,0.8932642830860882,0.9084657038498933,0.9832669293960304
Honeymoon beach,"2XCX+P4, Agonda, Devalkajjan, Goa 403702, India",4.4,463.0,ChIJAaID1HZPvjsRpG_rt1HF_vo,"tourist_attraction, point_of_interest, establishment,beach",Canacona,15.0218547,73.9977915,,,['beaches'],1,2,0.8500000000000001,0.8499823498810939,0.5976530737185028,0.7490506394160574,0.9399987939967839,0.7968634047190281
Arvalem Caves,"H23F+267, Rudreshwar Colony, Harvale, Goa 403505, India",4.1,1092.0,ChIJoSA1F069vzsR_Nv7L4B_vNw,"tourist_attraction, point_of_interest, establishment,nature,caves,historical",Sattari (Valpoi),15.552527,74.0230428,,,"['historical', 'nature']",2,3,0.7749999999999999,0.7750611256585797,0.6765835284344334,0.7356700867689211,0.939998873130649,0.7826286900948991
Cotigao Wildlife Sanctuary,"X6G4+CF8, Canacona Taluka, Cotigao, Goa 403702, India",4.3,742.0,ChIJd80W8otYvjsRt2iX35P2fJM,"zoo, tourist_attraction, park, point_of_interest, establishment,wildlife,nature",Dharbandora,14.9760305,74.2061931,,,['nature'],1,2,0.825,0.825022624959391,0.6434816122253901,0.7524062198657906,0.9399987939967839,0.8004331757348668
Big Foot Goa,"Cross Museum, Main Road, Salcete District, Loutolim, Goa 403718, India",4.1,8442.0,ChIJQeTU91SwvzsR4cJQMV5lu8c,"museum, art_gallery, tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.339727,73.9868803,,,['historical'],3,4,0.7749999999999999,0.7750079131049185,0.9670952393202452,0.8518428435910492,0.9195891177403319,0.9263298435764956
Hivrem Waterfall,"J4WX+HQ6, Ivre Khurd, Goa 403506, India",4.5,128.0,ChIJqX88uZWevzsRlLG09dvS3nY,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Sattari (Valpoi),15.6464111,74.1493889,,,"['adventure', 'nature']",2,3,0.875,0.8747427158513766,0.4699469355049028,0.7128244037127871,0.939998873130649,0.7583247428145722
Adil Shah Palace Gateway,"Near Divar Jetty Old Goa, Mandrem, Goa 403402, India",4.1,167.0,ChIJrUMKXou-vzsRG2SLL5cWces,"tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.5056312,73.9140955,,,"['beaches', 'historical']",0,1,0.7749999999999999,0.7753976806239737,0.44261408834132354,0.6422842437109136,0.9084657038498933,0.7069988894341782
Dona Paula Jetty Goa,"Dona Paula Jetty, Panaji, Goa 403004, India",4.3,85.0,ChIJNdY4U7nHvzsRfURbu9Uwoq4,"tourist_attraction, point_of_interest, establishment,viewpoint",Tiswadi (Panaji),15.4505614,73.8036167,,,['beaches'],0,1,0.825,0.825195469125902,0.3847718047222679,0.6490260033644484,0.9084657038498933,0.7144199286929687
KA-GO Border Beach,"W32M+PVH, Loliem, Goa 403728, India",4.6,66.0,ChIJl9-1rQtdvjsREn9dtrSRftE,"tourist_attraction, point_of_interest, establishment,beach",Canacona,14.901806,74.0847427,,,['beaches'],1,2,0.8999999999999999,0.8991314976839937,0.4092825274881344,0.70319190960565,0.9399987939967839,0.7480774593505021
Kuske Waterfall,"26C5+MFM, Cotigao, Goa 403702, India",4.4,295.0,ChIJodX_ocdZvjsR3ISyT9zV_zY,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Dharbandora,15.0217083,74.2086604,,,"['adventure', 'nature']",1,2,0.8500000000000001,0.8499723322460392,0.5538965414596928,0.7315420159315006,0.9399987939967839,0.7782371856255844
Official Dudhsagar Jeep Safari & Trek Booking,"Kulem Station FOB, Kolem, Goa 403410, India",4.4,1063.0,ChIJA1ETXxQHvzsRU7Nrm2PWCiA,"tourist_attraction, park, point_of_interest, establishment,waterfall,nature",Dharbandora,15.3363533,74.244316,,flag,"['adventure', 'nature']",2,3,0.8500000000000001,0.8499923029556651,0.6739831692867861,0.7795886494881135,0.939998873130649,0.829350621338202
"Calangute Beach, Goa","Calangute Beach Rd, Umtav Vado, Calangute, Goa 403516, India",4.3,100672.0,ChIJgQ9KpXTrvzsRccrngLKJ-bM,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.5447206,73.754669,,,['beaches'],0,1,0.825,0.825000166979675,0.9950795601293171,0.8930319242395319,0.9084657038498933,0.9830111587647655
Benaulim beach,"7W39+7X7, Benaulim, Goa 403716, India",4.6,476.0,ChIJK01FI2K1vzsRoVMmY1ivMpE,"tourist_attraction, point_of_interest, establishment,beach",Salcete (Margao),15.2531713,73.9199206,,,['beaches'],3,4,0.8999999999999999,0.8998780091086531,0.6597184492492465,0.8038141851648906,0.9195891177403319,0.8741014542887042
Aguada rocky Beach,"FQVH+43H, Goa 403001, India",4.3,501.0,ChIJk0OIhg7BvzsRy2mHWZCVDDY,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.4928118,73.7777471,,,['beaches'],0,1,0.825,0.8250334867426844,0.5371700569716245,0.7098881148342604,0.9084657038498933,0.7814143250822773
Keri Beach,"PM6R+VQ5, Querim, Goa 403524, India",4.6,4445.0,ChIJ4ayK8NDvvzsR78k8dPh_ryw,"tourist_attraction, point_of_interest, establishment,beach",Pernem,15.7087743,73.6929842,,,['beaches'],0,1,0.8999999999999999,0.8999869119084183,0.7255812436364193,0.8302246445996186,0.9084657038498933,0.9138756048591543
"Kadamba Shri Mahadeva Temple, Tambdisurla","C7Q3+J27, Near Bhagwan Mahaveer Wildlife Sanctury, Sanguem, Surla, Goa 403406, India",4.8,5158.0,ChIJKTeIBk4IvzsRekHQksfEKkk,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment,historical",Dharbandora,15.4390499,74.2525571,,,"['historical', 'nature', 'religious']",2,3,0.95,0.9499790289484061,0.8266451713335751,0.9006454859024737,0.939998873130649,0.9581346442500409
Dolphin Point,"Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.3,4270.0,ChIJ78Pnrg7BvzsRDdqimlbAw_c,"tourist_attraction, point_of_interest, establishment,viewpoint",Tiswadi (Panaji),15.4972198,73.781824,,,"['adventure', 'historical']",0,1,0.825,0.8250039359271429,0.7221124495589363,0.7838473413798603,0.9084657038498933,0.8628254628194266
Aguad Port & Jail Complex,"Parking, Aguada Fort, Aguada - Siolim Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.1,523.0,ChIJIdHV6h3BvzsRcWh-MTFt5S4,"tourist_attraction, art_gallery, museum, restaurant, food, point_of_interest, establishment",Bardez (Mapusa),15.4926341,73.7771255,,flag,"['adventure', 'food', 'historical', 'nature']",0,1,0.7749999999999999,0.7751275006580678,0.5408750812169641,0.6814265328816264,0.9084657038498933,0.7500850389771226
Wax World Museum,"GW27+4G6, Old Goa, Goa 403402, India",3.4,1997.0,ChIJ751RXI2-vzsRLoDZRIDrQc4,"tourist_attraction, museum, point_of_interest, establishment",Salcete (Margao),15.5002895,73.9136885,,,['historical'],0,1,0.6,0.6001210261986123,0.6564885488422699,0.6226680352560754,0.9084657038498933,0.6854062102920723
Shiva's Face,"HPRM+XGJ Ozran Beach, Vagator, Goa 403509, India",4.3,1427.0,ChIJXZmiGnfpvzsRHiMVouy_NnE,"tourist_attraction, point_of_interest, establishment,viewpoint",Bardez (Mapusa),15.5924547,73.7337776,,,['beaches'],0,1,0.825,0.8250117719501593,0.6274755428233533,0.7459972802994369,0.9084657038498933,0.8211617424169694
Vagator beach Goa india,"Vagator, Anjuna, Goa 403509, India",4.4,30.0,ChIJj20T8_3pvzsRxe68CHW8xFw,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.587991,73.7345501,,,['beaches'],0,1,0.8500000000000001,0.8497358175750835,0.2966318892948142,0.6284942462629758,0.9084657038498933,0.6918194529518777
"Viceroys Arch, Goa","Old Goa, Goa 403402, India",4.4,1143.0,ChIJrRLnXou-vzsRTmy-Yn5wi5A,"tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.5057585,73.9137064,,,['historical'],0,1,0.8500000000000001,0.8499928412105137,0.6083210355032256,0.7533241189275984,0.9084657038498933,0.829226811463728
Archaeological Museum of Goa,"GW36+797, behind Se Cathedral, Old Goa, Goa 403402, India",4.3,935.0,ChIJkRYoGPO-vzsRJtAbk3TQPEc,"tourist_attraction, museum, point_of_interest, establishment,historical",Salcete (Margao),15.503157,73.9109342,,,"['historical', 'religious']",0,1,0.825,0.8250179597701149,0.5909868627249182,0.7314055209520363,0.9084657038498933,0.8050997608962981
Vagator Beach View,"HPXM+Q9F, Vagator, Goa 403509, India",4.5,1852.0,ChIJc5ouLHDpvzsR9nHjejLY4e4,"tourist_attraction, point_of_interest, establishment,beach,viewpoint",Bardez (Mapusa),15.5994407,73.7334125,,,['beaches'],0,1,0.875,0.8749820886912183,0.6499805269373958,0.7849814639896893,0.9084657038498933,0.8640738562425605
Mystic Woods,"C2G6+Q47, Ponda, Pisgal, Priol, Goa 403404, India",3.8,608.0,ChIJI2vEMie7vzsRj6GD15iAWac,"tourist_attraction, museum, park, point_of_interest, establishment,nature",Ponda,15.4295587,74.0124491,,,"['historical', 'nature']",3,4,0.7,0.7002328577090765,0.6858505868108824,0.6944799493497988,0.9195891177403319,0.755206793938923
Tambdi Surla Waterfalls,"Surla, Goa 403406, India",4.6,460.0,ChIJBaXfv4oIvzsRw_tzqN9h6gs,"tourist_attraction, park, point_of_interest, establishment,waterfall,nature",Dharbandora,15.4564974,74.2713281,,,['nature'],2,3,0.8999999999999999,0.8998737751514697,0.5931034728729694,0.7771656542400696,0.939998873130649,0.8267729637289177
Corjuem Fort,"Off, Road, Corjuem, Aldona, Goa 403508, India",3.9,1078.0,ChIJi420u6uVvzsRqLpaRPrq6SI,"tourist_attraction, point_of_interest, establishment,historical,fort",Bicholim,15.5968001,73.8927884,,,"['adventure', 'historical']",0,1,0.725,0.7251082579655491,0.6032680637618393,0.6763721802840652,0.9084657038498933,0.7445214248790429
Salaulim Dam,"Kurdi, Ugem, Goa 403704, India",4.5,3800.0,ChIJh8I8MtOqvzsRWk2SI90FBNg,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Salcete (Margao),15.2127043,74.1788677,,,['nature'],1,2,0.875,0.8749912681780656,0.8023711000521343,0.8459432009276932,0.9399987939967839,0.8999407300628808
Uddo Beach,"JQC2+2F, Unnamed Road, 403517, Kudal, Siolim, Goa 403517, India",4.2,714.0,ChIJzZriTOLrvzsR1b9GVIihz0g,"tourist_attraction, point_of_interest, establishment,beach",Pernem,15.6208175,73.7498994,,,['beaches'],0,1,0.8,0.8000584760067518,0.567721564329749,0.7071237113359506,0.9084657038498933,0.7783713885282667
Campal Gardens,"Children Park, Campal, Altinho, Panaji, Goa 403001, India",4.3,2333.0,ChIJZ7IctYzAvzsRGFUrmuUJx6s,"tourist_attraction, park, point_of_interest, establishment,nature,wildlife",Tiswadi (Panaji),15.49806,73.818748,,,['nature'],0,1,0.825,0.8250072023756758,0.6699153686919366,0.7629704689021801,0.9084657038498933,0.8398450989056231
Bambolim Beach,"CVX2+RQR, Bambolim, Goa 403206, India",4.2,109.0,ChIJb-oRWo25vzsRYL3u1Oyxe_M,"tourist_attraction, point_of_interest, establishment,beach",Tiswadi (Panaji),15.4496162,73.8518753,,,['beaches'],0,1,0.8,0.8003800940438872,0.4060330713163597,0.6426412849528762,0.9084657038498933,0.7073919050873279
Chapora mangroves kayaking,"MR2C+94R, Chikhli, Kolval, Goa 403513, India",4.5,255.0,ChIJd6DGs6DtvzsROx2-Sy8BmTg,"tourist_attraction, point_of_interest, establishment,nature,adventure",Pernem,15.6509894,73.8202621,,,"['adventure', 'nature']",0,1,0.875,0.8748703529094828,0.4789990072422465,0.7165218146425882,0.9084657038498933,0.7887164167079882
Jalavne falls,"J5XV+FH4, Dongurvada, Surla, Goa 403506, India",4.5,269.0,ChIJbzpKjoafvzsRaCj_J0aPg9Y,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Sattari (Valpoi),15.6486329,74.1939471,,,"['adventure', 'nature']",2,3,0.875,0.8748770753512134,0.5413709469388898,0.7414746239862839,0.939998873130649,0.7888037370904672
Neturlem Waterfall (Savri),"366J+FQM, Neturlim, Netravli, Goa 403704, India",4.7,1142.0,ChIJ9WBFt234vjsR5aNM4Prx2cA,"tourist_attraction, park, point_of_interest, establishment,waterfall,nature",Dharbandora,15.0612063,74.2319242,,,['nature'],1,2,0.925,0.9249272181494556,0.6854072398899413,0.8291192268456499,0.9399987939967839,0.8820428623321049
Shivling Waterfall,"H4WF+W3J, Pali, Goa 403506, India",4.5,299.0,ChIJF3XWiNqZvzsReeuhhhUnApM,"tourist_attraction, point_of_interest, establishment,waterfall,nature,adventure,trek",Sattari (Valpoi),15.5973284,74.1226416,,,"['adventure', 'nature']",2,3,0.875,0.874889367816092,0.5515593754906118,0.7455573708858998,0.939998873130649,0.7931470900628154
Fort Aguada Lighthouse,"FQRF+RJG, Aguada - Siolim Rd, Sinquerium, Candolim, Aguada Fort Area, Goa, Candolim, Goa 403515, India",4.3,2481.0,ChIJTbWbIA3BvzsR-QwVIsn68-Y,"tourist_attraction, point_of_interest, establishment,viewpoint",Bardez (Mapusa),15.4920574,73.7740664,,,"['adventure', 'historical']",0,1,0.825,0.8250067729028314,0.675226183630992,0.7650945371940956,0.9084657038498933,0.8421831819867059
Backwaters Palolem,"Canacona, Goa 403702, India",4.6,473.0,ChIJ60HZJlpFvjsRKWwSX-EWbsQ,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Canacona,15.0135625,74.0163125,,,['nature'],1,2,0.8999999999999999,0.8998772370144041,0.599728620677869,0.77981779047979,0.9399987939967839,0.829594458482314
Chorla Ghat,"J4X9+RHM, SH 4, Charavade, Goa 403506, India",4.4,2184.0,ChIJeeyaw02ZvzsRCmMjgEHRsCc,"tourist_attraction, park, point_of_interest, establishment,nature,wildlife",Sattari (Valpoi),15.6495989,74.1189133,,,['nature'],2,3,0.8500000000000001,0.849996251874063,0.7435670530616209,0.8074245723490862,0.939998873130649,0.8589633407324984
Goa Chitra Museum,"H.No. 498, near Auxilium High School, Pulvaddo, Benaulim, Goa 403716, India",4.2,3069.0,ChIJ-5PLmPSzvzsRqBoUBZmqYm4,"tourist_attraction, art_gallery, museum, point_of_interest, establishment",Salcete (Margao),15.2648991,73.9413364,,,['historical'],3,4,0.8,0.8000136190048299,0.8588813649327187,0.8235607173759854,0.9195891177403319,0.8955746664332945
Monkey Beach,"CQ2R+5F9, Unnamed Road, Bogda, Headland Sada, Vasco Da Gama, Mormugao, Goa 403804, India",3.9,310.0,ChIJo1f9PInHvzsROGswlHitpMs,"tourist_attraction, point_of_interest, establishment,beach",Mormugao (Vasco),15.4004081,73.7912483,,,['beaches'],0,1,0.725,0.7253755959640759,0.49581012226164645,0.6335494064831041,0.9084657038498933,0.6973839560461669
Church of St. Francis of Assisi,"Off National Highway 4, Old Goa, Goa 403402, India",4.5,4807.0,ChIJ78JjO_O-vzsRRzk9_PvVgE0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.5030158,73.911237,,,"['historical', 'religious']",0,1,0.875,0.8749930969935166,0.7323428503651245,0.8179329983421597,0.9084657038498933,0.9003454889666452
"Snow Park, Goa","Titos Lane, 2, Calangute - Baga Rd, Baga, Goa 403516, India",4.2,18763.0,ChIJXVO8PxvqvzsRta823KYFYvE,"tourist_attraction, amusement_park, point_of_interest, establishment",Bardez (Mapusa),15.5574607,73.7552656,,,['nature'],0,1,0.8,0.800002228221319,0.8499645655476752,0.8199871631518614,0.9084657038498933,0.9026066252990312
Museum Of Christian Art,"Monte Santo (Holy Hill, next to St. Augustine Tower, Old Goa, Goa 403402, India",4.4,437.0,ChIJAQAAAIO-vzsRAl-vdrBfS3U,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.5011002,73.9069769,,,['historical'],0,1,0.8500000000000001,0.8499813021571407,0.5253892862888841,0.7201444958098381,0.9084657038498933,0.7927041084303038
Goa Science Centre & Planetarium,"Marine Highway, Miramar, Panaji, Goa 403001, India",4.3,953.0,ChIJdeIJ_cLAvzsRv6JHTO2XsUI,"tourist_attraction, museum, point_of_interest, establishment",Tiswadi (Panaji),15.4774432,73.8089382,,,['historical'],0,1,0.825,0.8250176209065279,0.5926322684079776,0.7320634799071077,0.9084657038498933,0.8058240138342826
"Shri Nageshi Temple,","Bandiwade, Donshiwado, Ponda, Bandiwada, Goa 403401, India",4.8,2812.0,ChIJ9Z288fW6vzsRiiAZ44P99zg,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment,historical",Ponda,15.4074651,73.9837259,,,"['historical', 'religious']",3,4,0.95,0.9499615394044889,0.8495296969800583,0.9097888024347167,0.9195891177403319,0.9893427237050204
Naval Aviation Museum,"Bogmalo Road, Vasco Da Gama, Bogmalo, Goa 403806, India",4.6,7127.0,ChIJoW7X1f7HvzsRsbml_wpjpE4,"tourist_attraction, museum, point_of_interest, establishment",Salcete (Margao),15.3746494,73.8387763,,,['historical'],3,4,0.8999999999999999,0.8999918364681294,0.9489850396486357,0.9195891177403319,0.9195891177403319,1.0
Ambora Spring,"8XPQ+PH9, Loutolim, Goa 403718, India",4.2,245.0,ChIJ8YcmYFOwvzsRJ_P1iH_ckHE,"tourist_attraction, point_of_interest, establishment,nature,viewpoint",Salcete (Margao),15.3367963,73.9889898,,,['nature'],3,4,0.8,0.8001699607513317,0.5888867567446322,0.7156566791486518,0.9195891177403319,0.778235263274108
Cola Beach,"Cola Beach Rd, Kola, Goa 403702, India",4.6,11157.0,ChIJN7gFSwNPvjsRikm58eoZL_U,"tourist_attraction, point_of_interest, establishment,beach",Canacona,15.0573292,73.9718316,,,['beaches'],1,2,0.8999999999999999,0.8999947849385935,0.9071952430424557,0.9028749681801383,0.9399987939967839,0.9605065176107316
Fernandes Heritage House,"Fort Area Salcette, Cotta Diasvaddo, Chandor, Guirdolim, Goa 403714, India",4.3,367.0,ChIJVd1h6pitvzsRpMu8Fjh2Paw,"tourist_attraction, point_of_interest, establishment",Sanguem,15.2558395,74.0518574,,flag,"['adventure', 'historical']",3,4,0.825,0.8250456802848576,0.6319677166267837,0.7478144948216281,0.9195891177403319,0.8132050286319193
San Thome Museum Back in Time,"Dabolim - Cavelossim Rd, Chadwado, Varca, Goa 403721, India",4.0,634.0,ChIJydtqTn-zvzsRWQIc9YRezQ8,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.2398339,73.941495,,,['historical'],3,4,0.75,0.7501445832202008,0.6903225119212311,0.726215754700613,0.9195891177403319,0.7897176474696794
Sinquerim Beach,"FQX8+MXF, Sinquerim, Candolim, Goa 403519, India",4.6,481.0,ChIJM5xmqdrBvzsR0UQsbvbKJDA,"tourist_attraction, point_of_interest, establishment,beach",Bardez (Mapusa),15.4991764,73.7674326,,,['beaches'],0,1,0.8999999999999999,0.899879274574331,0.5336581429642696,0.7533908219303065,0.9084657038498933,0.8293002352621448
Azad Maidan,"GR2G+2FW, MG Road, near Head Quarters, Opposite Azad Maidan, Ozari, Panaji, Goa 403001, India",4.2,1824.0,ChIJf9whPInAvzsR6nE1kxWvW1Y,"tourist_attraction, park, point_of_interest, establishment,viewpoint,historical",Tiswadi (Panaji),15.500124,73.8261919,,,"['historical', 'nature']",0,1,0.8,0.8000229097779878,0.6486652904231324,0.7394798620360457,0.9084657038498933,0.8139876485180233
Bondla Wildlife Sanctuary,"C4R4+2HR, Usgao-Ganjem VP, Goa 403406, India",4.0,3408.0,ChIJ1TJ8b1akvzsRjgW-y7x27sQ,"zoo, tourist_attraction, point_of_interest, establishment,nature,wildlife",Dharbandora,15.4401104,74.1063776,,,['nature'],2,3,0.75,0.7500269317526628,0.7865798006160131,0.7646480792980028,0.939998873130649,0.813456378677728
"St. Cajetan Church, Goa","GW48+62M, Old Goa, Goa 403402, India",4.6,860.0,ChIJPzptf4u-vzsRYl7FhM9LGJc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5055969,73.9150423,,,"['historical', 'religious']",0,1,0.8999999999999999,0.8999324161960831,0.5837722220580773,0.7734683385408808,0.9084657038498933,0.8514007025945822
Capela de Santa Catarina de Alexandria,"GW36+953, Old Goa, Goa 403402, India",4.3,178.0,ChIJNcH7EPO-vzsRl1RKlSloJoI,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,historical,religious",Salcete (Margao),15.503375,73.910435,,,"['historical', 'religious']",0,1,0.825,0.8250939125409361,0.44809254096168,0.6742933639092337,0.9084657038498933,0.7422331531633117
Rock Forest Goa,"H. No, 1/57 B, Gaura waddo, behind Gomes Racing Track, near Peoples High School, Calangute, Goa 403511, India",4.7,183.0,ChIJ_ZUI4OnBvzsRncEH71J_jeQ,"tourist_attraction, lodging, point_of_interest, establishment",Bardez (Mapusa),15.5304007,73.7713409,,,['nature'],0,1,0.925,0.9245478823088455,0.45047233848460544,0.7349176647791494,0.9084657038498933,0.8089657778656008
Cavelossim Beach,"5WCR+QPX, Cavelossim Rd, Cavelossim, Goa 403731, India",4.6,949.0,ChIJLYXba5JNvjsR3qfx825JZX8,"point_of_interest, establishment,beach",Salcete (Margao),15.1719963,73.9418611,,,['beaches'],3,4,0.8999999999999999,0.8999387477313973,0.7334126263781795,0.8333282991901102,0.9195891177403319,0.9061963469487473
