name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories,cluster,day,normalized_google_rating,weighted_rating,quantity_factor,popularity_score,cluster_max_popularity,normalized_popularity
Vagator Hill View,"Chapora Fort Trail, Vagator, Goa 403509, India",4.6,320.0,ChIJNb7bl2jpvzsRQJxMZFXA3vo,"park, point_of_interest, establishment",Bardez (Mapusa),15.6009571,73.7342742,,,"['adventure', 'historical', 'nature']",0,1,0.8999999999999999,0.8998187238156622,0.49854393227551885,0.7393088071996049,0.9084657038498933,0.8137993587061836
"Cabo View Point, Panjim","FQ5X+V23, Raj Bhavan Rd, Dona Paula Jetty, Panaji, Goa 403004, India",4.5,848.0,ChIJAZNVij_BvzsRdAHEnNaGR6o,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4596433,73.7975451,,,['beaches'],0,1,0.875,0.8749609073555095,0.5825598346256843,0.7580004782635794,0.9084657038498933,0.8343743468260025
Fort Aguda Beach Resort,"Umtta Vaddo, Calangute, Goa 403516, India",4.4,198.0,ChIJv6ZPU-LBvzsReAh985eXiYE,"lodging, point_of_interest, establishment",Bardez (Mapusa),15.5426013,73.762876,,,"['adventure', 'beaches', 'historical']",0,1,0.8500000000000001,0.8499588459539075,0.45724195149026314,0.6928720881684497,0.9084657038498933,0.7626838142950233
Aguada View Point,"FQVM+953, Aguada Fort Area, Candolim, Goa 403515, India",4.4,168.0,ChIJSUuhlzHBvzsRzFgI7YQUpCU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.493377,73.782929,,,"['adventure', 'historical']",0,1,0.8500000000000001,0.8499515405019384,0.4431267378373404,0.6872216194360993,0.9084657038498933,0.7564640211774571
Aguada Fort Ticket Counter,"Aguada - Siolim Rd, Sinquerim, Candolim, Goa 403515, India",3.9,59.0,ChIJl8SPaG_BvzsRDH0yEL8QGcY,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4934619,73.7747728,,,"['adventure', 'historical']",0,1,0.725,0.7269468390804598,0.3536743413981303,0.5776378400075279,0.9084657038498933,0.6358389068069559
Fort Mormugao (Entrance),"CQ6V+49G, Headland Sada, Vasco Da Gama, Goa 403803, India",3.8,5.0,ChIJA0wbPQDHvzsRB1d7XDjetBI,"point_of_interest, establishment",Mormugao (Vasco),15.4103248,73.7934457,,,"['adventure', 'historical']",0,1,0.7,0.7236350574712644,0.15477430895048358,0.49609075806295205,0.9084657038498933,0.546075383980507
"Indian National Flag, Aguada Fort","FQVF+6JF, Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.6,10.0,ChIJWwq-JwDBvzsRBcwj98mY6D0,"point_of_interest, establishment",Bardez (Mapusa),15.4929398,73.774347,,,"['adventure', 'historical']",0,1,0.8999999999999999,0.8947100313479623,0.20713303886871293,0.6196792343562625,0.9084657038498933,0.68211626672332
Gaspar Dias Fort Cannon,"FRM5+8HX, Miramar Cir, Miramar, Panaji, Goa 403001, India",3.9,9.0,ChIJubGBBADBvzsRlm-GIwNxcew,"point_of_interest, establishment",Tiswadi (Panaji),15.4833578,73.8089759,,,"['adventure', 'historical']",0,1,0.725,0.7366810344827586,0.19890003244764673,0.5215686336687139,0.9084657038498933,0.5741203343818174
Chhatrapati Shivaji Maharaj Fort छत्रपती शिवाजीचो किल्लो,"CX7Q+3MV, Donshiwado, Bandoda, Bandiwada, Goa 403401, India",4.4,1652.0,ChIJnVBfyvC6vzsRA1Clf2FdZ5E,"tourist_attraction, point_of_interest, establishment",Ponda,15.4127367,73.9891712,,,"['adventure', 'historical']",3,4,0.8500000000000001,0.849995045580658,0.7926598498756486,0.8270609672986543,0.9195891177403319,0.8993809858591594
Kaurati's Caves,"Unnamed Road, Aguada Fort Area, Candolim, Goa 403515, India",4.5,1204.0,ChIJnRktZeLBvzsR0FO3uIXpDqk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4942477,73.7666941,,,"['adventure', 'historical']",0,1,0.875,0.8749724567176993,0.6128084236013547,0.7701068434711614,0.9084657038498933,0.8477005133023788
Thivim Fort,"JVM2+X5H, Tivim, Goa 403502, India",3.5,2.0,ChIJ___v_K6UvzsR7WAqHJQDxnc,"point_of_interest, establishment",Pernem,15.6349283,73.8504981,,,"['adventure', 'historical']",0,1,0.625,0.6972701149425287,0.09489943304520278,0.4563218421835983,0.9084657038498933,0.5022994706897562
"Museum of Goa, MOG","79, Estate, Pilerne Industrial Estates, Pilern, Goa 403511, India",4.0,8746.0,ChIJsz_IVjXAvzsRKB-KUSodijs,"cafe, art_gallery, food, museum, point_of_interest, establishment",Tiswadi (Panaji),15.525516,73.795263,,,"['food', 'historical']",0,1,0.75,0.7500104962095379,0.7840359081699491,0.7636206609937024,0.9084657038498933,0.8405608024140405
Goa State Museum,"Patto Centre Building, Adilshaha Palace, Old Secretariat, Panaji instead of, Patto, Panaji, Goa 403001, India",3.8,799.0,ChIJC_YOKJvAvzsRxHcRKHiw_JQ,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.5007546,73.829868,,,['historical'],0,1,0.7,0.7001772629310344,0.5774246926111358,0.651076234803075,0.9084657038498933,0.7166767353395357
AAA All About Alcohol Museum,"Main Road, Candolim, Goa 403515, India",4.6,2010.0,ChIJ2dIMYnfBvzsREa3ZA2AyWyw,"museum, point_of_interest, establishment",Bardez (Mapusa),15.5095841,73.7693015,,,['historical'],0,1,0.8999999999999999,0.899971064318661,0.6570487680296399,0.8028021458030525,0.9084657038498933,0.8836900968313277
Pilar Seminary Museum,"CVVW+22W, Fr. Agnel Church, Pilar, Goa Velha, Goa 403203, India",4.8,46.0,ChIJQc3I1bm5vzsRdyf8hmJ3THs,"museum, point_of_interest, establishment",Tiswadi (Panaji),15.4425841,73.8950171,,,"['historical', 'religious']",0,1,0.95,0.9476980924431401,0.33258031819905476,0.7016509827455059,0.9084657038498933,0.7723472441194548
BENZ WAX MUSEUM & FISH AQUARIUM,"Junction, Calangute - Arpora Rd, near Arpora, Arpora, Goa 403516, India",4.6,27315.0,ChIJaQVTa_LrvzsRHDEKtziA-JE,"museum, point_of_interest, establishment",Bardez (Mapusa),15.5609664,73.7636452,,,['historical'],0,1,0.8999999999999999,0.8999978697592922,0.8824035059461174,0.8929601242340223,0.9084657038498933,0.9829321244047391
Casa Araujo Alvares,"Loutolim, Goa 403718, India",4.2,230.0,ChIJQeTU91SwvzsR8j8HamK5f4U,"museum, point_of_interest, establishment",Salcete (Margao),15.3395692,73.9864543,,,['historical'],3,4,0.8,0.8001809971637559,0.5821570769136148,0.7129714290636995,0.9195891177403319,0.7753152090529893
Palácio do Deão,"Church, Opposite Holy Cross, Quepem, Goa 403705, India",4.4,730.0,ChIJ2ZYd-yitvzsRyJPT1dp816c,"tourist_attraction, restaurant, food, museum, point_of_interest, establishment",Quepem,15.2135835,74.0736286,,,"['food', 'historical', 'religious']",3,4,0.8500000000000001,0.8499887966413511,0.7053821790021451,0.7921461495856688,0.9195891177403319,0.861413140177405
Archaeological Survey of India,"GW36+79H, Old Goa, Goa 403402, India",4.4,11103.0,ChIJk8ZOOfO-vzsRKrPdHNmlgSE,"museum, point_of_interest, establishment",Salcete (Margao),15.5031845,73.9109878,,,['historical'],0,1,0.8500000000000001,0.8499992624590084,0.8046459944900222,0.8318579552714139,0.9084657038498933,0.9156734830452803
Ashvek Vintage World Car Museum,"12/B, Nuvem, Goa 403713, India",3.7,346.0,ChIJA44p4y2xvzsRYjVq3GXi4sk,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3211336,73.9414845,,,['historical'],3,4,0.675,0.6754807214548345,0.6256825545067837,0.6555614546756141,0.9195891177403319,0.7128851810322614
The Figueiredo Mansion,"Loutolim, Goa 403718, India",4.5,587.0,ChIJl4dvbvewvzsRIpK7JrHcKrI,"museum, lodging, point_of_interest, establishment",Salcete (Margao),15.3464604,73.979126,,,['historical'],3,4,0.875,0.8749435550082102,0.6820969866182924,0.7978049276522431,0.9195891177403319,0.8675667341656412
Ulta Pulta Museum,"UMIA QUATRO B, 5, Airport Rd, Green Valley, Dabolim, Ijorshi, Goa 403711, India",4.0,1120.0,ChIJG72jTQC5vzsR2st1JNppuI8,"museum, point_of_interest, establishment",Mormugao (Vasco),15.3870509,73.8452905,,,['historical'],3,4,0.75,0.7500819003968131,0.7511171479375627,0.750495999413113,0.9195891177403319,0.8161210098454357
Kerkar Art Complex,"GQM6+7JM, Holiday St, Gauravaddo, Calangute, Goa 403516, India",3.5,39.0,ChIJJ9made_BvzsRIjH1r4LkwGs,"tourist_attraction, museum, point_of_interest, establishment",Bardez (Mapusa),15.5331651,73.761561,,,['historical'],0,1,0.625,0.6304202586206896,0.31864978425820834,0.5057120688756971,0.9084657038498933,0.5566661093892614
Charavane Waterfall,"J4RH+G97, Choraundem, Goa 403506, India",4.3,197.0,ChIJf9lMjrWevzsRQTaSG8jAYZ8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6412818,74.1284271,,,['nature'],2,3,0.825,0.8250849007314525,0.5113787690603123,0.6996024480629963,0.939998873130649,0.7442588156866435
Mogacho Waterfall,"MQMJ+HGH, Parse, Goa 403512, India",3.8,184.0,ChIJr7iHw8PtvzsRBukm7_S2rrE,"tourist_attraction, point_of_interest, establishment",Pernem,15.6839395,73.7813684,,,['nature'],0,1,0.7,0.7007665424044734,0.4509405303437467,0.6008361375801827,0.9084657038498933,0.6613745956880497
Sanvordem Waterfall,"G5HX+98Q, Unnamed Road, Valpoy, Goa 403506, India",4.6,226.0,ChIJ8XYOdVGhvzsRnf64_pJO3Hg,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5284625,74.1983594,,,['nature'],2,3,0.8999999999999999,0.8997436579067294,0.5245961003956733,0.749684634902307,0.939998873130649,0.7975378017268213
Shiva Waterfall,"3WRF+XJH, Canacona, Gonval, Goa, India",4.2,412.0,ChIJU0z4aBVJvjsRSZCNCzEbJ-U,"tourist_attraction, point_of_interest, establishment",Canacona,15.0924458,73.9241239,,,['nature'],1,2,0.8,0.8001012357017617,0.5863191624686466,0.7145884064085157,0.9399987939967839,0.7602014076743173
Mainapi Waterfall Netravali,"3794+VGF, Neturlim, Netravli, Goa 403704, India",4.7,401.0,ChIJU3FMEfr5vjsRjKsNl2jWNx0,"tourist_attraction, zoo, park, point_of_interest, establishment",Sanguem,15.0696893,74.2563011,,,['nature'],1,2,0.925,0.9247930605592726,0.5836914345351084,0.7883524101496069,0.9399987939967839,0.8386738527584794
Sonshe waterfall,"G392+XQ8, Sonus-Vonvoliem, Goa 403530, India",3.9,77.0,ChIJk8EvpZWjvzsRC6z-wCIfnFg,"park, point_of_interest, establishment",Bicholim,15.5199185,74.0519628,,,['nature'],2,3,0.725,0.7264975685234306,0.4212965011061697,0.6044171415565263,0.939998873130649,0.6429977299265541
Blue Waterfall,"Aki waterfall, Rivona, Goa 403705, India",4.0,102.0,ChIJuaO9M-9TvjsRGDUSPRk93AM,"park, point_of_interest, establishment",Canacona,15.137164,74.117323,,,['nature'],1,2,0.75,0.7508913625711416,0.45114203729829605,0.6309916324620034,0.9399987939967839,0.6712685553340851
Padi Waterfall,"32QH+MCR, Khede, Goa 403703, India",3.8,242.0,ChIJ7RTi_T5PvjsR9iI0nYgw074,"park, point_of_interest, establishment",Canacona,15.0892446,74.0285175,,,['nature'],1,2,0.7,0.7005835816659571,0.5346916587457193,0.6342268124978621,0.9399987939967839,0.6747102406389173
Chimbel Waterfall,"FVHF+H9M, Tiswadi, Mersi Tem, Goa 403006, India",3.7,148.0,ChIJk81BkDu_vzsR4AgJhOdyo_M,"park, point_of_interest, establishment",Salcete (Margao),15.478956,73.87342,,,['nature'],0,1,0.675,0.6761195325156214,0.4322468193019816,0.5785704472301655,0.9084657038498933,0.6368654807532098
Surla Falls Top Viewpoint,"M5GP+2CV Waterfalls, Surla, Goa 403506, India",4.6,113.0,ChIJbx14DROdvzsRv_-dx1ZPSxk,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6751174,74.1860581,,,['nature'],2,3,0.8999999999999999,0.8994895644283121,0.4579933877218083,0.7228910937457106,0.939998873130649,0.7690340003686761
Shirent waterfall,"FVQJ+2RG, Chimbel, Goa 403006, India",4.3,50.0,ChIJ7Rg8SlC_vzsRgXxblEGUL4M,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4875596,73.8820656,,,['nature'],0,1,0.825,0.8253296146044624,0.3396357634325134,0.6310520741356828,0.9084657038498933,0.6946349999360594
Aqua-falls,"8XV3+9X, Verna, Lotli, Goa 403722, India",3.9,96.0,ChIJEUBoDuOxvzsR1dklgr6Zmis,"tourist_attraction, park, point_of_interest, establishment",Dharbandora,15.3434811,73.9549965,,,['nature'],3,4,0.725,0.7262042303590472,0.48934141269998493,0.6314591032954223,0.9195891177403319,0.6866752673705845
Dudhsagar Waterfall Trip - Goa,"Dudhsagar falls, Kolem, Goa 403410, India",4.4,256.0,ChIJo-qKFB7qvzsRoiU9cAzy4Qw,"tourist_attraction, point_of_interest, establishment",Sanguem,15.3379486,74.2462197,,,['nature'],2,3,0.8500000000000001,0.8499681336374615,0.5365991696797973,0.7246205480543958,0.939998873130649,0.7708738475835193
Bramha Karmali Waterfall,"H5M6+24G, Bramha Karmali-Shelphem Rd, Naneli, Goa 403506, India",4.3,77.0,ChIJdemn4FefvzsRY74B0IIJyaQ,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.582559,74.1603253,,,['nature'],2,3,0.825,0.8252155172413793,0.4212965011061697,0.6636479107872955,0.939998873130649,0.7060092620930791
Bhupar waterfall,"342J+242, Gaundongren, Goa 403702, India",4.5,45.0,ChIJk_ptmkdXvjsRUtzKIBsmquc,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505185,74.1302594,,,['nature'],1,2,0.875,0.8742784857571214,0.37267790286837443,0.6736382526016226,0.9399987939967839,0.7166373583708314
Kalasa Waterfalls- (Kanakumbhi),"M5HQ+VQG, Huland, Surla, Goa 403506, India",4.6,79.0,ChIJ6a8yqP-dvzsRjqV4h82y6eM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6796863,74.1894387,,,['nature'],2,3,0.8999999999999999,0.8992726293103448,0.4237447491630782,0.7090614772514382,0.939998873130649,0.7543216247588914
King's Waterfall,"Azossim, Dongrim, Goa 403104, India",3.9,132.0,ChIJbRyyzMG5vzsRheaJLGdVzfE,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.4634347,73.9212858,,,['nature'],0,1,0.725,0.7258782732693803,0.4224341603023411,0.6045006280825647,0.9084657038498933,0.6654083093294701
Dabem waterfall,"H35W+666, Dabem, Jarma, Goa 403506, India",4.4,7.0,ChIJWcmgpTWjvzsRWrbvqgRLIx0,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5580357,74.0955158,,,['nature'],2,3,0.8500000000000001,0.8489762931034484,0.20108331325648907,0.5898191011646646,0.939998873130649,0.627467881105307
Siddhanath waterfall,"928R+36H, Talewada, Kajorde, Goa 403103, India",4.0,107.0,ChIJHb7IxgevvzsR4JAbcxpcYWE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.3651752,74.0406066,,,['nature'],3,4,0.75,0.7508500957854406,0.5008317945972695,0.6508427753101721,0.9195891177403319,0.7077538900302137
Sirsaim waterfall,"JVHP+HF, Sirsai, Assonora, Goa 403502, India",4.1,59.0,ChIJ88V6vP2VvzsRzJQv4s4QyoA,"tourist_attraction, point_of_interest, establishment",Pernem,15.6289375,73.8861875,,,['nature'],0,1,0.7749999999999999,0.7761135057471263,0.3536743413981303,0.6071378400075279,0.9084657038498933,0.6683112388663666
Dudhsagara Waterfall Camp Site,"Sonauli, Goa 403410, India",4.6,573.0,ChIJaxzmhv8DvzsRKsGgRYDJeIs,"park, tourist_attraction, point_of_interest, establishment",Sanguem,15.3126988,74.3143903,,,['nature'],2,3,0.8999999999999999,0.8998986242941247,0.6143032835010981,0.785660487976914,0.939998873130649,0.8358100317293852
Harvallem Waterfall,"Harvallem Waterfall, Rudreshwar Colony, Kudne, Goa 403505",4.3,56.0,ChIJJcZtVEy9vzsRxTAJR5Vyj8s,"natural_feature, establishment",Sattari (Valpoi),15.5505562,74.0267991,,,['nature'],2,3,0.825,0.8252949183303085,0.39096561663631196,0.6515631976527099,0.939998873130649,0.6931531688784802
Dragon Waterfall Ambaulim,"Ambavali, Talewada, Goa 403705, India",3.8,100.0,ChIJ7YL7gEutvzsRKDVO4piFCOY,"park, point_of_interest, establishment",Sanguem,15.2107335,74.0429012,,,['nature'],3,4,0.7,0.7014040628200751,0.49366388480144213,0.618307991612622,0.9195891177403319,0.6723741937398786
Perkon Waterfall,"MVX8+6C8, Unnamed Road, Ozorim, Goa 403512, India",3.9,102.0,ChIJ_R9Y1aaTvzsRk5iw6Lxewp4,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6980273,73.8660752,,,['nature'],0,1,0.725,0.7261340810177436,0.4003533893056899,0.5958218043329221,0.9084657038498933,0.6558550331707077
Dhabdabha Waterfall Bicholim,"Katarwada, Dicholi, Bhatwadi, Goa 403504, India",4.0,71.0,ChIJUTThNtSXvzsRRztdY-sATAs,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5751965,73.9390095,,,['nature'],0,1,0.75,0.751275143678161,0.369423493806248,0.5985344837293958,0.9084657038498933,0.6588410340565726
Satrem Waterfall,"J69F+V9M, Satre, Goa 403506, India",4.5,56.0,ChIJ27uqrn51vzsR9IHdShl_0GM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.619711,74.223431,,,['nature'],2,3,0.875,0.8744177253478524,0.39096561663631196,0.6810368818632363,0.939998873130649,0.7245081896694785
Udear Springs,"8WXW+5F5, Verna, Lotli, Goa 403722, India",4.1,632.0,ChIJWzNaI8-wvzsRoxK7KxZeyjI,"park, point_of_interest, establishment",Dharbandora,15.3478875,73.9462344,,,['nature'],3,4,0.7749999999999999,0.7751055455684479,0.6899850774800516,0.7410573583330893,0.9195891177403319,0.8058570333607891
Aai Waterfall,"342J+63C, Gaundongren, Goa 403702, India",4.6,19.0,ChIJwRihDD5XvjsRz2DsLdu_FIE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505657,74.1301421,,,['nature'],1,2,0.8999999999999999,0.8970905172413792,0.29160297495790516,0.6548955003279896,0.9399987939967839,0.6966982346258523
Nadal Waterfall,"Maina, Quepem, Padi, Goa 403703, India",4.0,10.0,ChIJfaj4pQNRvjsRpfqbdqAZXzI,"park, point_of_interest, establishment",Canacona,15.0978161,74.064417,,,['nature'],1,2,0.75,0.758346394984326,0.23340984151296204,0.5483717735957804,0.9399987939967839,0.5833749756892311
Ozari waterfall,"MVQF+HMC, Ozorim, Goa 403512, India",4.0,65.0,ChIJO3_r4raTvzsRvJdgYaZ4mg8,"tourist_attraction, point_of_interest, establishment",Pernem,15.6889453,73.8741547,,,['nature'],0,1,0.75,0.751391065830721,0.3619073478191965,0.5955975786261112,0.9084657038498933,0.6556082151501036
Rancol Waterfall,"8382+5J9, Shiroda, Goa 403103, India",4.3,4.0,ChIJuZnAZUKvvzsR0r2bB2UyGqM,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.3154197,74.0516016,,,['nature'],3,4,0.825,0.8283620689655173,0.17215614831717066,0.5658797007061787,0.9195891177403319,0.6153614584921266
Keri Karmale waterfall,"F244+P2M, Keri, Goa 403404, India",4.8,5.0,ChIJJxvS8ru7vzsRk8yTEK6BlDc,"tourist_attraction, point_of_interest, establishment",Ponda,15.4568345,74.00504,,,['nature'],3,4,0.95,0.9319683908045977,0.19165847066856034,0.6358444227501827,0.9195891177403319,0.6914440487427872
Bharsa Waterfall,"3566+62Q, Unnamed Road, Gaundongren, Goa 403704, India",4.4,10.0,ChIJrQVFRDdXvjsRmCeuMjk2IGg,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0605999,74.1601111,,,['nature'],1,2,0.8500000000000001,0.849255485893417,0.23340984151296204,0.602917228141235,0.9399987939967839,0.6414021294407085
Savri Waterfall Parking,"368M+2M, Neturlim, Netravli, Goa 403704, India",4.4,54.0,ChIJjxWfjs35vjsRqyfLAyrfN1I,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0666853,74.2341689,,,['nature'],1,2,0.8500000000000001,0.8498510971786835,0.39007166587520703,0.6659393246572929,0.9399987939967839,0.7084469989858001
Seasonal falls,"G2GW+JRG, Sonus-Vonvoliem, Goa 403530, India",4.1,7.0,ChIJO7kJCPCjvzsR33KNlwsyras,"tourist_attraction, point_of_interest, establishment",Bicholim,15.5265711,74.0470845,,,['nature'],2,3,0.7749999999999999,0.7833512931034481,0.20108331325648907,0.5504441011646645,0.939998873130649,0.5855795330173328
GEC goa waterfall,"CX9G+W6, Bandiwada, Goa 403401, India",4.4,31.0,ChIJDYdenSi7vzsRGqVhGDsb5xA,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.4198193,73.9755325,,,['nature'],3,4,0.8500000000000001,0.8497440732758621,0.3707180870420581,0.6581336787823405,0.9195891177403319,0.7156823260365945
Caranzol Talyar Waterfall,"Unnamed Road, Caranzol, Satari, Goa 403506, India",4.3,11.0,ChIJMZ2KAYihvzsRUm2PQzM-l6E,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.4990625,74.2160625,,,['nature'],2,3,0.825,0.8264008620689655,0.24029204584842626,0.5919573355807497,0.939998873130649,0.6297426012961554
Dr.Sophia Waterfall,"Old Goa, Baingini, Goa 403402, India",3.5,32.0,ChIJHbPbiNy_vzsRVGBXJbg_6lU,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4888494,73.9013952,,,"['historical', 'nature']",0,1,0.625,0.6315700104493208,0.3020324719139157,0.49975499503515874,0.9084657038498933,0.5501088185468075
Tiger Waterfall,"75FM+96, Dudal, Goa 403704, India",3.9,8.0,ChIJ-2LnZACrvzsRL-L7iYn3oAU,"tourist_attraction, point_of_interest, establishment",Sanguem,15.2734367,74.1831127,,,['nature'],3,4,0.725,0.737978927203065,0.23502970652029748,0.5367992389299581,0.9195891177403319,0.5837381375815022
Vaiginim Waterfall and village,"H6QJ+32C, Nanode, Vayangani, Goa 403506, India",4.6,7.0,ChIJI4RwsfF1vzsRIlEsBYBz_hA,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5876926,74.2300051,,,['nature'],2,3,0.8999999999999999,0.8927262931034481,0.20108331325648907,0.6160691011646644,0.939998873130649,0.6553934464972895
Gavcho Waterfall,"F62M+F8J, Surla, Goa 403406, India",5.0,3.0,ChIJ1VJ49kYJvzsRmPfnQVJNPpM,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.4512087,74.2332505,,,['nature'],2,3,1.0,0.9604525862068966,0.13405554217099272,0.629893768592535,0.939998873130649,0.6701005571365052
Cunchelim Waterfall,"JR7C+Q7, Mapusa, Goa 403526, India",3.3,19.0,ChIJ1_HG70LrvzsR9_yqsEpZaw4,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.6141969,73.8206561,,,['nature'],0,1,0.575,0.5883405172413793,0.25877490835292755,0.45651427368599856,0.9084657038498933,0.502511291016693
Verna Waterfalls,"STPI Building, Verna Industrial Estate, Verna, Nagve, Goa 403722, India",3.7,91.0,ChIJOyOe_Mq3vzsR67IrNf9TJ18,"park, point_of_interest, establishment",Salcete (Margao),15.3650513,73.9304433,,,['nature'],3,4,0.675,0.676813155922039,0.4836804818099605,0.5995600862772075,0.9195891177403319,0.6519869305875232
Chal Waterfall,"3454+8RC Chall Gaondongrim, Canacona, Vaul, Goa 403702, India",3.4,5.0,ChIJaUjBrFZRvjsR3C_EFiB_hUM,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0583155,74.1070181,,,['nature'],1,2,0.6,0.640301724137931,0.17440890704697395,0.4539445973015482,0.9399987939967839,0.48292040394160474
Avali waterfall,"25P8+XX, Gaundongren, Goa 403702, India",4.9,8.0,ChIJd7bCNWpXvjsRwLVIgem8sbI,"tourist_attraction, point_of_interest, establishment",Sanguem,15.037483,74.167388,,,['nature'],1,2,0.9750000000000001,0.9602011494252873,0.21387666349828777,0.6616713550544875,0.9399987939967839,0.7039065999660754
Kalasa Waterfalls,"M5HQ+JW, Surla, Goa 403506, India",4.6,5.0,ChIJl8NnUwWdvzsRe0t2Xrkrti8,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6790625,74.1898125,,,['nature'],2,3,0.8999999999999999,0.890301724137931,0.17326427476292988,0.6034867443879305,0.939998873130649,0.6420079445180917
Netravali Wildlife Sanctuary,"36MJ+FR7, Unnamed Road, Neturlim, Netravli, Goa 403704, India",4.5,664.0,ChIJrV85rh75vjsRUHVODTEwKkY,"park, point_of_interest, establishment",Ponda,15.0836711,74.2320539,,,['nature'],1,2,0.875,0.8749500907441017,0.6326857891741862,0.7780443701161355,0.9399987939967839,0.8277078386536711
Cotigao Wildlife Sanctuary Office,"X4M5+VCR, Hatipal,Partgal, Poingunin, Canacona, Goa 403702, India",4.2,326.0,ChIJ_____8NavjsRWcgl0iw89vk,"park, point_of_interest, establishment",Sanguem,14.984734,74.1085117,,,['nature'],1,2,0.8,0.8001278603817358,0.5635916218635989,0.705513364974481,0.9399987939967839,0.7505470958900984
Madei Wildlife Sanctuary,"H5WQ+M5W, Nagargaon, Kodal, Goa 403506, India",4.6,93.0,ChIJ8XnJ49SfvzsRjmqYVVklMY4,"zoo, park, point_of_interest, establishment",Sattari (Valpoi),15.5967304,74.1879633,,,['nature'],2,3,0.8999999999999999,0.8993809611151871,0.43933948110979515,0.7153643691130303,0.939998873130649,0.7610268369051575
Banastari Wetlands,"FXR3+2W5, Corlim, Goa 403110, India",4.5,55.0,ChIJbRhRSBO9vzsRqw0iLXI2QQ8,"tourist_attraction, park, point_of_interest, establishment",Sattari (Valpoi),15.4900225,73.9548583,,,['nature'],0,1,0.875,0.8744073275862069,0.3477146552961208,0.6637302586701724,0.9084657038498933,0.7306057409293695
Merces Bird Sanctuary,"FRRW+C54, Neugi Nagar, Mersi Tem, Goa 403005, India",4.1,573.0,ChIJLVUWB0m_vzsRIydp_djEClc,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4910213,73.8454662,,,['nature'],0,1,0.7749999999999999,0.7751163943289678,0.5487476649181554,0.6845689025646429,0.9084657038498933,0.7535440244618798
Migratory Birds Area,"GVH5+F34, Salvador du Mundu, Goa 403101, India",4.4,166.0,ChIJ6UsCPJO_vzsRqu260Ym9L1o,"park, point_of_interest, establishment",Sattari (Valpoi),15.528638,73.857701,,,['nature'],0,1,0.8500000000000001,0.8499509601486682,0.44209837823317316,0.6868099273824702,0.9084657038498933,0.7560108482597736
Carambolim Lake Migratory Bird Sanctuary,"FWPH+F6V, Lake Road, Karmali, Corlim, Goa 403110, India",4.1,374.0,ChIJR4WZsaO-vzsRnO5GtG8Fh7Y,"tourist_attraction, park, point_of_interest, establishment",Bicholim,15.4862398,73.928046,,,['nature'],0,1,0.7749999999999999,0.7751781609195402,0.5119749026723005,0.6698968576206443,0.9084657038498933,0.7373936680072317
Dr. Salim Ali Bird Sanctuary,"GV7C+657, Ilhas, Madel, Ribandar, Goa 403102, India",3.8,3949.0,ChIJYU0mP3W_vzsReXl288rhJ9M,"tourist_attraction, park, point_of_interest, establishment",Tiswadi (Panaji),15.5130468,73.8704154,,,['nature'],0,1,0.7,0.7000359013531209,0.7153632790212149,0.7061668524203585,0.9084657038498933,0.7773181193607713
